Country,2003-2004,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019
Benin,35.0,34.5,34.5,34.5,31.0,15.5,12.5,8.5,8.5,8.5,8.5
Nigeria,,,,,,30.3,30.3,24.9,18.9,10.9,7.2
Togo,68.5,62.5,60.0,84.0,61.0,14.5,10.0,6.0,6.0,5.5,2.5
Angola,83.0,83.0,75.5,67.0,66.0,66.0,36.0,36.0,36.0,36.0,36.0
Burundi,13.0,13.0,13.0,13.0,10.0,5.0,4.0,4.0,4.0,5.0,5.0
Kuwait,35.4,35.4,35.4,35.4,32.4,31.9,31.4,61.4,38.4,35.4,19.4
India,,,,,,33.8,30.0,28.5,29.8,16.5,17.5
Norway,18.0,7.5,7.0,6.0,6.0,5.5,4.0,4.0,4.0,4.0,4.0
Saint Kitts and Nevis,,19.0,19.0,19.0,19.0,18.5,18.5,18.5,18.5,18.5,18.5
Bahamas,,,30.5,27.0,23.5,23.5,28.5,21.5,21.5,21.5,11.5
Rwanda,18.0,17.0,15.0,7.0,7.5,7.0,6.0,4.0,4.0,4.0,4.0
Djibouti,,44.0,40.5,37.0,37.0,15.5,14.0,14.0,14.0,14.0,14.0
Bangladesh,,,,,,20.65,19.5,19.5,19.5,19.5,19.5
Gambia,,27.5,29.5,27.0,27.0,26.5,25.0,25.0,25.0,25.0,8.0
Seychelles,,33.0,33.0,33.0,33.0,32.0,32.0,32.0,32.0,32.0,32.0
Colombia,42.5,41.5,38.0,15.0,11.5,12.0,12.0,11.0,11.0,11.0,10.0
Ecuador,92.0,67.0,65.0,60.0,55.5,55.5,50.5,48.5,48.5,48.5,48.5
Uzbekistan,28.0,28.0,14.0,14.0,12.0,7.5,5.5,5.5,5.0,3.0,3.0
Sierra Leone,26.0,26.0,21.5,12.0,12.0,12.0,10.0,8.0,8.0,8.0,8.0
