Country,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021,2022-2022
Saint Martin (French part),99.11,99.11,99.14,99.26,99.38,99.5,99.62,99.75,99.87,99.98,100.0,100.0
"Korea, Democratic People's Republic of",,75.2,75.22,75.58,76.97,78.39,79.84,81.3,82.78,84.27,84.69,84.77
"Virgin Islands, British",96.79,96.8,96.81,96.82,96.84,96.85,96.86,96.86,96.86,,,
gbm,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
American Samoa,64.6,64.58,64.57,64.55,63.96,61.66,59.36,57.05,54.75,54.17,54.16,54.15
China,57.19,60.78,64.97,69.03,72.94,76.73,80.36,83.86,87.24,90.49,93.62,95.89
Kazakhstan,96.8,96.89,97.02,97.15,97.29,97.43,97.57,97.7,97.84,97.87,97.87,97.86
"Tanzania, United Republic of",7.06,9.51,11.93,14.33,16.72,19.11,21.49,23.85,26.2,28.52,30.34,30.62
Lebanon,76.92,77.58,80.2,82.82,85.43,88.05,90.67,93.29,95.91,98.47,99.2,99.2
Israel,100.0,100.0,100.0,100.0,100.0,100.0,99.98,99.97,99.96,99.95,99.93,99.92
Suriname,78.19,78.83,79.63,80.9,82.18,83.48,84.8,86.14,87.51,88.9,89.96,89.97
Niger,5.77,6.76,7.75,8.75,9.73,10.7,11.66,12.61,13.57,14.54,15.58,16.41
Philippines,64.45,65.31,66.18,67.34,69.43,71.59,73.82,76.08,78.36,80.67,83.0,84.76
Panama,62.73,64.71,66.88,69.08,71.29,73.53,75.79,78.09,80.42,82.78,85.18,85.88
Liberia,12.2,12.81,13.43,14.28,15.22,16.2,17.22,18.27,19.35,20.48,21.63,22.52
Uzbekistan,93.46,93.77,94.08,94.37,94.65,94.91,95.15,95.39,95.63,95.88,96.12,96.31
Italy,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89,99.89
Angola,28.27,31.14,34.01,36.63,39.16,41.69,44.22,46.75,49.25,51.26,51.79,52.18
Sweden,99.2,99.17,99.14,99.11,99.07,99.04,99.01,98.98,98.94,98.91,98.87,98.86
Eritrea,8.46,9.15,9.8,10.41,10.93,11.29,11.59,11.79,11.94,,,
United Kingdom,99.13,99.13,99.13,99.12,99.12,99.12,99.12,99.11,99.11,99.11,99.11,99.1
Saint Lucia,84.98,85.01,84.73,84.35,83.97,83.57,83.1,82.82,83.18,83.37,83.37,83.36
Mozambique,10.73,12.78,14.9,17.07,19.45,21.95,24.53,27.17,29.88,32.65,35.42,37.38
Finland,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45,99.45
Solomon Islands,20.53,20.92,21.68,23.53,25.42,27.36,29.33,31.34,33.14,34.36,34.89,
Grenada,89.88,90.46,91.02,91.57,92.1,92.32,91.66,91.49,91.49,,,
Burkina Faso,10.35,11.83,13.56,15.19,16.6,17.92,19.17,20.37,21.5,22.57,23.68,24.76
