Country,1970-1974,1975-1979,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2009,2010-2013,2014-2017,2018-2021
Eswatini,3.0,3.52,4.43,4.91,4.51,4.72,5.48,6.97,8.49,7.05,7.05
"Korea, Republic of",2.57,2.28,3.58,3.0,3.08,3.05,3.17,3.76,4.22,4.26,3.82
Malaysia,4.81,4.95,5.28,5.36,4.28,4.02,5.03,4.14,5.5,4.69,4.01
Iraq,4.42,3.23,3.6,3.96,4.6,4.6,4.6,4.6,4.6,4.6,4.6
Guinea-Bissau,2.58,2.74,3.41,2.93,2.66,2.4,2.04,1.63,1.3,1.16,1.16
Guyana,4.16,5.84,7.53,6.18,5.18,4.27,6.66,4.49,3.09,2.92,2.92
Jordan,2.6,3.32,4.16,4.16,5.72,5.53,4.06,3.75,3.47,3.21,2.72
Vanuatu,7.4,7.4,7.4,6.76,4.81,5.68,5.58,5.48,4.85,4.57,2.19
American Samoa,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76,11.76
"Tanzania, United Republic of",2.61,2.61,2.61,2.5,2.33,2.41,2.96,3.65,3.73,3.73,3.73
Chile,4.21,3.77,5.02,3.42,2.48,3.11,3.56,3.65,4.4,5.01,5.4
India,2.41,2.44,2.82,2.96,3.3,3.39,3.71,3.09,3.08,3.08,3.08
Mexico,3.0,3.0,3.04,2.44,2.74,4.09,4.57,4.82,4.92,4.94,4.28
Madagascar,2.72,3.36,3.1,1.98,2.11,1.94,2.31,2.68,2.49,2.08,2.08
"Iran, Islamic Republic of",3.3,5.5,5.12,3.58,3.54,3.58,4.3,4.33,3.54,3.1,3.46
Hungary,3.18,3.34,4.3,4.34,5.66,4.44,5.05,5.13,4.32,4.38,3.96
Sierra Leone,3.0,3.12,2.38,1.89,2.12,2.24,3.65,2.53,2.6,3.65,6.16
Saint Lucia,6.89,6.77,5.9,5.81,5.55,7.03,5.1,4.53,4.28,3.75,3.3
Brunei Darussalam,2.29,2.29,2.29,2.68,3.5,3.7,3.32,2.51,2.52,3.75,3.99
Norway,4.86,5.09,4.98,5.2,6.48,6.68,6.48,6.06,6.35,6.6,6.67
Somalia,1.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
Congo,5.36,7.53,5.57,6.73,7.32,6.05,3.93,2.52,2.52,2.52,2.52
Denmark,5.12,5.41,6.02,6.06,6.84,7.56,7.73,7.44,7.54,6.87,6.22
Germany,4.1,4.1,4.1,4.1,4.1,4.17,4.1,4.27,4.59,4.43,4.51
Papua New Guinea,5.92,6.64,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Honduras,2.93,2.92,3.55,4.38,3.79,3.63,4.29,5.22,6.05,6.33,6.33
Sudan,3.65,3.7,3.66,2.3,2.06,1.13,1.33,1.99,2.18,2.18,2.18
