Country,2009-2010,2011-2012,2013-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Tunisia,18.75,,,16.69,,,,,25.99,,,
Albania,20.54,14.72,29.3,20.62,19.27,24.02,22.65,31.6,41.34,,,
Liberia,21.38,,,,,,26.06,,,,,
Sri Lanka,23.73,25.35,23.48,24.0,23.74,25.64,23.16,22.52,25.64,26.07,21.42,24.56
Bhutan,,,,,,,,20.24,17.77,18.95,20.43,16.63
El Salvador,37.64,49.38,42.69,35.58,40.67,34.08,32.65,35.74,43.13,48.82,40.46,42.73
Solomon Islands,,,25.08,,,,,,,,,
Belize,,,,,39.14,41.71,,,,,,
Nauru,,,36.52,,,,,,,,57.63,
Mexico,,,35.83,35.95,36.13,36.45,37.28,36.27,36.6,39.74,38.72,39.07
Benin,,,,,,,,,,,,23.52
Lithuania,41.13,35.88,36.46,35.36,38.1,38.82,37.92,38.16,38.59,37.34,36.18,37.01
Nigeria,,28.91,35.38,,,,,,31.37,,,57.22
Niger,,,,,,,21.62,,,,,
"Iran, Islamic Republic of",4.61,4.14,3.57,4.51,11.2,11.72,20.46,21.73,19.82,18.68,19.89,19.18
Slovakia,33.28,29.52,29.88,27.88,27.82,34.32,30.58,30.37,33.35,34.53,35.24,35.59
Kiribati,,,,,37.22,,,,38.48,40.9,,
Hungary,39.93,37.24,38.26,37.59,39.06,37.72,37.64,37.05,35.9,36.78,36.02,37.06
Philippines,42.48,41.66,43.01,41.76,42.72,23.85,23.24,25.51,29.31,35.43,37.97,41.32
Senegal,,,,,26.16,26.2,,,21.03,,,
Mozambique,,,,,22.15,,,,,,,
Iceland,37.75,38.64,37.87,38.24,39.51,34.76,32.96,43.05,44.01,38.62,37.34,39.37
Uganda,,31.48,,24.78,,,27.5,,30.55,,27.67,
Peru,,,,,,,,,,,,32.93
