Country,1990-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Poland,35.98,42.41,39.14,38.12,36.2,35.42,34.31,37.21
Cyprus,50.84,50.24,55.43,62.56,50.33,43.13,37.16,38.93
Malawi,,,,,14.19,12.86,13.35,16.71
Fiji,25.26,26.87,,25.45,23.07,23.78,26.26,30.67
Türkiye,19.65,23.89,,,32.93,29.6,31.2,32.56
Bosnia and Herzegovina,,,,33.31,38.22,38.62,34.94,35.17
Saudi Arabia,,,,,24.43,25.78,28.6,28.61
Sudan,,6.77,7.59,,14.9,11.53,10.22,
"Moldova, Republic of",,35.84,26.73,27.66,33.09,27.93,27.51,30.81
New Zealand,,,31.14,31.01,33.08,35.14,30.47,34.02
Denmark,38.43,40.4,37.06,35.51,39.26,42.06,38.16,36.36
"Korea, Republic of",13.23,13.66,15.5,17.71,18.32,22.61,23.97,30.34
Finland,36.81,42.85,34.5,34.61,35.65,39.36,38.83,39.03
Central African Republic,,,,9.66,14.4,9.97,9.28,11.86
Rwanda,13.37,,,,,17.42,18.19,20.44
Solomon Islands,,,,,,27.74,29.56,29.76
Uganda,,,,,,,11.29,14.93
Italy,45.68,45.48,39.99,39.34,41.65,43.21,43.09,47.99
Zambia,,19.61,14.77,16.8,15.08,17.28,21.67,24.16
Austria,37.15,48.06,46.49,46.44,45.71,46.44,44.83,48.03
Uruguay,25.87,26.83,27.04,26.93,26.87,28.86,31.99,33.34
Ethiopia,12.42,12.53,16.49,14.07,11.31,9.7,10.63,8.49
France,41.66,46.8,44.81,45.12,46.56,48.02,47.59,49.28
Niger,,,,,,,,
Côte d'Ivoire,,,8.69,10.18,10.7,10.02,14.13,16.16
Egypt,29.77,26.44,27.25,28.59,29.65,30.75,30.23,
Mongolia,15.18,14.92,21.26,23.97,24.51,24.73,24.48,30.16
Ghana,,,19.37,20.88,19.15,21.38,17.65,20.71
