Country,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2019,2020-2023
Aruba,,,,,,,2344816759.78,,
Zambia,2708052686.71,2755698388.54,2633913679.62,3207260234.03,4387855659.41,6955142535.54,10829372651.37,13008943905.53,14820838671.36
Romania,,,48809997917.23,49132736888.58,56851927565.58,76093882451.57,87996226322.68,107841154322.12,127055568401.5
Palau,,,,173219329.89,188346236.95,200985330.91,205033900.74,219782021.43,180478269.31
Oman,,,,14370773930.01,17088294819.62,25459112958.41,35368785561.27,41922976891.29,40751125647.27
Samoa,,,,304591636.17,380208429.53,473685039.16,548439785.52,640808241.91,624272713.03
Saint Kitts and Nevis,161947486.08,232478789.59,303541268.23,365127548.34,416195016.41,520119017.3,584924210.08,647412586.89,618205463.66
Guyana,868330439.84,716876626.98,779301246.37,989131202.02,1084643791.91,1456636879.01,1826984185.35,2025521845.42,2145922888.95
Guinea,,1611413459.38,1923025819.71,2230856312.86,2448752215.19,2637198110.54,3550419731.5,4672458821.23,5300274331.86
Algeria,,,,42967369728.87,51738738434.14,68025784903.77,88831525268.02,103933298076.9,109042391606.55
Greenland,,,,,1321882114.58,1513118296.99,1564316805.73,1625138224.14,1624091515.71
"Micronesia, Federated States of",,,197364395.53,187300014.13,204638223.08,198847325.71,193878268.09,205296003.3,223371521.81
Latvia,,,7111090018.59,8396571209.87,11910572949.9,16425487571.22,16753591391.82,18943173197.36,19973086859.42
Rwanda,892726419.97,1091244639.47,947047628.93,927408808.21,1399798560.75,2388505719.38,3635696374.17,5086911381.21,6431534143.67
United States,,,,,,,13971736585000.0,,
Malaysia,13578969834.55,17296352982.29,36124752581.88,52571676018.45,67732045697.68,102341996228.9,139930575481.62,182771180803.25,206286819861.97
Bangladesh,23596916967.84,28260272350.6,33779139287.84,41560622595.71,53116598129.93,70720157703.5,93999780915.02,122746705460.51,153005055483.34
Costa Rica,9238936923.4,11227327661.34,12579137743.66,15610334923.73,19856533735.48,26901693223.49,34689851270.5,42596831979.49,51251180606.06
El Salvador,6680955416.27,7183075137.27,8541262100.05,9970274040.71,10909058846.06,12000212868.88,13367089086.16,15019936935.84,16155987522.69
Senegal,3047947131.81,3428417474.33,3712451537.5,4389247051.8,5438130510.38,6859127716.04,8343622564.49,10660467942.66,12590030100.91
Djibouti,,,,,,,1823478389.39,2212211134.99,2530944531.79
Albania,,,,2553419108.38,3228609955.22,4205120867.86,4972226608.2,5883253998.92,6631355159.17
Sweden,157313635742.39,177857883704.39,187058481123.29,210365818995.4,241890966328.25,276429756775.69,309424190873.39,350311411724.92,374360265047.48
Ethiopia,2800059491.17,3501256937.44,3092326655.23,4462727917.98,6292071351.74,11428568967.91,20914601483.63,32239135929.93,43089823104.23
Central African Republic,,,,,,695011113.84,735609575.51,838648487.37,795015309.07
Namibia,1621359328.16,1864625020.37,2285212418.71,2675980993.54,3256734678.94,4304074607.53,5769399568.65,6653778461.57,6486470777.84
Cayman Islands,,,,,,3998409694.92,3952604011.16,4454714182.76,4688805411.58
