Country,1960-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Cuba,3830198.75,4428019.71,4774514.29,5008892.57,5320489.86,5506636.71,5625779.57,5673444.29,5673516.43
Singapore,891959.25,1028137.57,1155951.0,1350299.71,1603206.14,1941052.29,2194590.43,2568946.57,2702968.29
Norway,1847799.75,1961984.71,2044237.71,2100880.0,2168101.71,2252432.14,2352830.86,2525405.43,2669917.57
Türkiye,14849376.75,17889679.71,20751731.71,24295999.14,27928735.86,31392935.71,34554989.43,37945011.86,41469607.0
"Venezuela, Bolivarian Republic of",4577446.75,5828445.29,7168171.43,8685805.71,10320087.43,11952140.43,13543830.86,14959105.57,14645030.43
"Virgin Islands, U.S.",19836.0,36066.43,49921.71,52153.43,54295.29,56520.43,56545.0,56525.0,56390.43
Dominica,33072.5,36271.43,36862.43,35981.0,34908.14,34397.14,34138.0,34352.71,36007.0
Uzbekistan,4921592.38,6290335.29,7638871.86,9084369.29,10702562.14,12142766.71,13304850.57,15132574.43,17141652.43
Nicaragua,1000055.75,1264911.14,1568720.57,1898601.71,2240265.57,2554110.86,2808702.57,3104877.0,3428573.29
"Congo, The Democratic Republic of the",8727105.62,10664120.43,12845575.86,15663734.57,19538273.43,23999092.14,29568587.71,37152960.14,46887070.0
Paraguay,1041070.75,1237751.29,1456633.29,1751853.71,2114251.29,2480339.0,2742509.86,2986850.71,3292606.71
Eswatini,194321.38,238291.14,295238.86,369765.0,469232.57,525772.86,558612.71,571875.43,595747.29
Madagascar,2735605.5,3380159.86,4175314.0,5110087.0,6286249.43,7833010.14,9646018.71,11756818.43,14081322.0
Liberia,609590.88,743648.0,909717.71,1124872.86,1091934.43,1375061.0,1754894.14,2218530.29,2560462.29
Kiribati,25934.12,29522.86,30446.29,33787.71,39321.86,44401.14,51042.86,58014.14,65038.29
Peru,5617363.0,6928272.43,8312972.71,9883587.43,11552602.0,13131904.29,14195378.86,15165041.71,16729127.43
Uganda,4210957.38,5313724.57,6415405.29,7722103.29,9645941.86,11917410.29,14673497.0,17945025.0,22421419.0
Gambia,223499.5,275978.14,342181.14,436331.14,566990.14,707994.86,869341.43,1071863.29,1294720.43
