Country,2005-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Benin,3.25,3.37,3.4,3.4,3.5,3.73
"Tanzania, United Republic of",3.77,3.63,3.77,3.7,3.6,3.6
Marshall Islands,,2.7,2.6,2.6,2.6,2.73
Georgia,4.05,4.2,4.1,,,
Ethiopia,3.62,3.63,3.7,3.73,3.8,3.5
Cabo Verde,4.3,4.27,4.0,3.83,3.9,3.97
Solomon Islands,2.62,2.6,2.7,2.7,2.7,2.8
Ghana,3.85,3.93,3.97,3.83,3.7,3.7
Kyrgyzstan,3.58,3.6,3.57,3.7,3.8,3.8
Mongolia,3.35,3.5,3.7,3.7,3.8,
Kenya,3.18,3.63,3.7,3.7,3.7,3.83
Zimbabwe,1.82,1.93,2.67,3.4,3.7,3.7
Bangladesh,3.6,3.53,3.5,3.47,3.33,3.47
Grenada,3.98,3.9,3.87,3.73,3.8,3.83
Uganda,3.88,3.73,3.7,3.57,3.5,3.47
Vanuatu,2.85,2.97,3.13,3.2,3.13,3.13
Côte d'Ivoire,2.3,2.47,2.87,3.17,3.47,3.67
Madagascar,3.65,3.5,2.97,3.27,3.3,3.3
Cambodia,3.25,3.4,3.43,3.4,3.47,3.73
Saint Vincent and the Grenadines,3.75,3.7,3.57,3.6,3.7,3.6
