Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Azerbaijan,1.86,1.96,1.97,2.08,2.29,2.2,1.43,2.48,2.05,1.61
Mauritania,3.27,1.81,0.94,0.72,0.74,0.98,1.61,1.4,0.6,0.41
Namibia,128.25,439.26,896.0,1229.82,1343.82,1089.1,685.5,395.98,309.11,254.98
Tajikistan,0.7,0.77,0.86,0.9,0.86,0.88,0.67,0.57,1.17,1.37
Palau,0.01,0.01,0.02,0.03,0.04,0.06,0.07,0.04,0.03,0.02
Côte d'Ivoire,3591.14,6434.25,7978.19,7907.71,7279.93,6311.56,4397.56,3993.3,2225.48,1091.03
Panama,5.0,6.71,8.69,13.11,11.83,11.44,9.76,8.43,8.43,7.87
Belgium,4.26,4.51,2.3,1.62,1.86,1.51,1.55,1.55,1.18,1.11
Italy,16.91,18.14,8.07,4.33,4.71,4.84,4.55,4.0,3.32,2.77
Viet Nam,109.41,114.74,105.39,100.99,92.79,82.73,42.62,24.51,12.17,5.16
Kenya,9349.64,16215.35,19546.66,19392.67,17314.99,13332.07,8097.68,5880.08,4389.97,2899.89
Austria,1.43,1.84,0.86,0.58,0.55,0.5,0.41,0.45,0.39,0.37
Nauru,0.01,0.01,0.02,0.03,0.04,0.06,0.07,0.04,0.04,0.04
Haiti,1002.09,1613.74,1837.31,1851.92,1759.39,1521.48,1364.81,1059.68,703.65,304.52
Indonesia,38.47,99.18,147.98,203.34,282.47,395.76,523.52,696.52,896.68,943.42
Qatar,0.36,0.45,0.38,0.29,0.23,0.27,0.26,0.23,0.21,0.16
