Country,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019
Singapore,11.85,12.25,11.45,11.2,10.45,9.75,10.8,9.6,9.05,9.4,11.2
Slovenia,31.45,29.4,27.75,25.4,21.55,21.15,22.1,20.3,19.95,17.8,19.8
Belarus,42.55,43.6,42.8,38.85,36.6,36.05,28.9,25.3,23.75,22.8,21.2
Saudi Arabia,3.25,3.45,3.55,4.15,4.8,5.8,6.45,6.45,6.25,6.1,6.0
Tunisia,3.7,3.8,3.7,3.65,3.5,3.45,3.35,3.15,3.1,3.2,3.3
Cuba,16.25,14.25,13.4,12.45,13.3,14.25,13.85,13.7,13.95,14.3,14.5
China,13.6,12.5,13.1,11.8,10.9,9.9,8.8,8.25,8.15,8.1,8.1
Mexico,3.65,3.95,4.05,4.05,4.5,4.85,5.05,5.65,5.75,5.4,5.3
Congo,13.45,10.55,9.95,9.45,9.1,8.85,8.55,7.15,6.65,6.5,6.5
Indonesia,3.45,3.25,3.1,2.9,2.75,2.6,2.5,2.4,2.4,2.4,2.4
Netherlands,9.6,9.8,9.75,9.0,9.25,9.95,11.25,11.7,12.0,11.4,11.8
Guinea-Bissau,9.4,8.95,8.6,8.4,8.45,8.3,8.05,7.55,7.3,7.2,7.0
Cameroon,10.75,10.7,11.05,11.55,11.15,10.8,10.5,9.75,9.1,8.9,9.0
Slovakia,14.05,14.8,13.8,14.25,12.9,13.25,12.45,12.65,12.3,12.2,12.1
Italy,7.4,7.4,6.95,6.7,6.95,7.15,7.55,7.15,6.85,6.7,6.7
Switzerland,19.9,19.8,18.75,19.15,17.4,14.55,14.9,14.85,14.35,14.5,14.5
Ecuador,6.65,8.2,9.45,10.1,10.5,9.85,9.85,8.8,9.1,8.1,7.6
Malawi,10.3,8.5,7.5,7.65,7.8,7.75,6.6,6.25,6.0,5.6,5.4
Qatar,7.9,7.6,7.0,7.6,8.35,8.1,7.05,6.2,5.95,5.8,5.8
Costa Rica,5.8,7.45,7.35,7.05,5.55,6.9,6.65,6.15,6.9,7.2,8.1
France,19.85,19.95,19.3,18.2,18.3,18.1,17.4,15.7,14.75,14.2,13.8
"Micronesia, Federated States of",23.7,22.65,24.2,24.5,24.5,24.85,25.55,26.4,27.35,28.2,28.2
Bosnia and Herzegovina,9.2,9.85,10.4,11.1,10.75,10.55,10.5,10.65,10.5,10.8,10.9
Vanuatu,19.0,19.05,18.4,19.15,19.35,19.25,19.0,18.2,18.05,18.1,18.0
Tajikistan,3.7,3.45,3.55,3.65,3.85,4.0,4.05,4.1,4.25,4.2,4.3
