Country,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2017,2018-2020,2021-2023
Sao Tome and Principe,18.77,18.72,17.92,17.31,16.75,15.06,14.95,15.67,15.55
"Bolivia, Plurinational State of",4.72,3.6,3.74,4.07,4.23,3.74,5.92,9.34,6.12
Saint Vincent and the Grenadines,33.64,37.28,41.19,40.66,40.94,42.1,41.73,43.87,43.87
Haiti,14.9,14.68,18.76,28.86,32.5,27.21,27.1,28.59,29.23
Eswatini,41.85,42.54,46.88,51.25,52.73,48.27,45.99,53.86,61.43
Türkiye,17.59,14.98,16.38,19.54,21.14,16.45,16.96,20.61,16.76
Bahamas,22.01,16.17,13.81,17.69,19.64,28.41,19.8,24.14,23.15
Kenya,6.47,6.57,6.84,6.75,6.9,7.12,7.85,10.86,8.12
Bosnia and Herzegovina,34.71,41.57,48.94,56.96,50.7,60.34,52.43,33.48,28.25
Burkina Faso,3.67,3.64,3.83,4.76,4.96,6.1,7.32,7.73,7.61
Nicaragua,11.03,10.38,10.5,8.72,9.11,7.4,6.14,9.06,8.77
Timor-Leste,6.57,6.82,6.81,6.54,6.41,8.15,9.94,6.01,3.1
Bulgaria,30.1,27.06,36.74,24.12,17.36,27.43,17.33,12.36,12.93
Nepal,18.12,18.15,18.2,18.41,18.54,18.61,18.56,19.7,19.49
Trinidad and Tobago,29.29,24.3,19.09,13.65,9.13,5.94,7.57,8.37,10.34
Brunei Darussalam,12.58,13.74,14.5,16.02,18.66,21.81,27.46,23.83,14.69
Costa Rica,7.87,10.14,11.78,12.18,12.5,19.14,18.42,27.52,26.87
Sudan,27.28,26.68,26.54,26.86,24.3,25.76,22.16,20.23,16.76
South Africa,32.73,32.81,33.14,33.01,36.39,39.0,38.89,41.13,45.92
Mali,2.26,2.2,2.14,2.17,2.24,2.34,2.3,4.21,3.94
Saudi Arabia,31.47,25.11,22.12,29.74,24.57,21.7,20.69,20.33,13.73
Armenia,3.38,6.03,10.29,12.05,14.62,18.52,22.23,25.19,22.7
Cyprus,4.1,5.27,7.22,9.64,11.47,31.49,28.91,22.69,18.67
Lithuania,14.49,30.56,28.63,17.56,23.52,26.87,15.52,15.84,14.55
Chad,1.67,1.73,1.8,1.68,1.93,1.98,2.1,2.3,2.38
