Country,1977-1981,1982-1986,1987-1991,1992-1996,1997-2001,2002-2006,2007-2010,2011-2014,2015-2018,2019-2022
Timor-Leste,,,,,,,,0.0,0.16,0.45
Saint Kitts and Nevis,,1.74,2.6,4.58,8.46,14.86,10.77,,,
El Salvador,4.47,17.67,19.68,21.16,11.92,17.29,17.04,14.13,13.27,17.36
"Venezuela, Bolivarian Republic of",9.61,17.63,19.02,12.9,18.95,17.27,6.95,8.09,20.61,
Algeria,24.07,38.94,66.77,,,16.1,0.94,0.55,0.42,0.29
Gabon,15.77,11.67,5.73,9.18,13.0,8.21,12.69,6.52,8.48,
kos,,,,,,,10.3,1.44,1.41,1.42
Colombia,11.24,24.09,35.93,27.44,23.89,25.63,10.18,6.76,14.36,16.39
Ethiopia,6.43,15.35,33.99,23.11,13.17,5.58,3.5,8.84,19.75,23.06
Kenya,9.47,19.33,23.29,16.72,12.24,9.95,4.66,5.59,11.19,24.52
Mexico,42.97,35.84,25.3,27.09,16.55,11.6,6.7,6.01,7.52,7.66
Brazil,32.07,31.04,23.31,17.58,26.92,20.78,8.34,5.87,11.55,10.61
Lebanon,,,,,,25.68,18.95,18.08,20.38,7.7
Pakistan,19.42,25.23,21.02,23.68,20.38,13.41,9.48,7.42,14.8,29.85
Chad,2.61,4.09,2.87,5.17,,,,,,
Albania,,,4.3,2.96,4.71,3.99,4.16,6.46,10.82,9.09
Bulgaria,0.72,6.92,17.83,9.66,12.02,7.48,2.5,2.19,1.98,1.65
