Country,1965-1974,1975-1983,1984-1996,1997-2005,2006-2014,2015-2023
Bahamas,0.75,0.78,1.82,11.25,8.7,6.9
Uganda,,2.17,0.34,1.7,1.62,0.42
Bulgaria,,,9.65,11.04,17.0,13.59
Argentina,0.45,1.02,1.52,3.06,3.75,1.22
"Venezuela, Bolivarian Republic of",4.67,3.62,5.37,4.02,1.27,
Gabon,28.44,10.29,3.85,2.88,2.45,3.87
Turkmenistan,,,,0.99,,
Brunei Darussalam,0.06,0.01,0.02,0.04,0.1,0.2
Canada,18.96,12.11,7.35,5.01,7.84,7.57
Ireland,4.28,2.44,1.56,0.79,1.21,0.84
Estonia,,,2.74,3.21,2.89,2.23
Kuwait,0.08,0.14,0.78,0.19,0.18,0.16
Guinea-Bissau,0.37,,,0.24,,
Chile,87.32,65.63,49.46,45.27,59.45,53.56
Bosnia and Herzegovina,,,,17.89,14.21,8.21
Suriname,84.22,,73.54,26.51,0.32,0.44
Vanuatu,3.3,3.17,0.0,0.04,0.57,
Cambodia,0.44,,,0.01,0.51,0.49
United Kingdom,4.82,3.76,2.8,2.27,3.67,4.72
Liberia,75.23,67.58,64.76,,,
Dominica,,0.41,0.53,4.23,9.62,6.21
Slovenia,,,3.18,4.05,4.74,4.0
Mexico,16.54,8.24,3.49,1.5,2.9,2.27
Israel,3.32,2.02,1.76,1.25,1.29,1.23
Mongolia,,,59.89,40.88,54.34,43.34
