Country,1990-1993,1994-1997,1998-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Uganda,,,,,,,,5708339369962.94,7704451417428.46,9606888169293.64
"Moldova, Republic of",,1031300000.0,1717400000.0,3401400000.0,7664533333.33,10924200000.0,14759333333.33,18896100000.0,25735966666.67,33521533333.33
Zambia,30064450.0,276553575.0,573450000.0,1710121178.94,2841429992.54,4068611571.26,7706916000.0,12361901000.0,20449818660.51,22521938594.0
"Iran, Islamic Republic of",549075000000.0,3498750000000.0,11168953500000.0,12377983724473.03,20957595744038.83,30140715700544.15,,,,
"Tanzania, United Republic of",,,,,,2241586000000.0,3360390633333.33,5272037301000.0,7811784575000.0,8133772623520.73
Afghanistan,,,,,6327490252.08,13334264298.39,20585899260.54,26551730017.87,53188616509.29,
Rwanda,9046666666.67,,,,,,,439223971634.9,605098239027.21,698453539913.26
Eswatini,,,133816000.0,136411362.33,155755375.33,287776000.0,1199251500.0,2866894644.84,3892717010.14,4558340970.99
Malaysia,,16786500000.0,15152135250.0,17570333333.33,20874592839.84,25646087302.04,29988966666.67,48112230000.0,52228789632.75,49012694364.0
Ghana,14031025.0,,140928800.0,545552229.0,1265779754.33,2098991770.67,4197958179.02,9530811728.9,15175625935.86,24639130316.8
Burkina Faso,,,,151550846141.63,199157080160.0,281731484269.0,452557333333.33,546668817453.27,744128729006.82,877478513449.79
Belarus,6555.0,2103787.5,80149555.0,388419800.0,1045842366.67,1530166835.46,4366656666.67,8062549392.63,10614168385.02,14802574133.29
Ukraine,,,14209633333.33,20155004506.26,59888466666.67,112503638000.0,177053166666.67,276914033333.33,483296500000.0,616915900000.0
Nepal,4957800000.0,10222000000.0,14364250000.0,20362433333.33,32591365000.0,65897221000.0,116320204666.67,190832267745.55,356764197000.0,311742146500.0
Kyrgyzstan,,,,,,,,47014566666.67,61614566666.67,85673862062.21
Maldives,125300000.0,219275000.0,299175000.0,394633333.33,516133333.33,627666666.67,1659100000.0,6442476816.03,8690018851.06,7065035093.36
