Country,1962-1968,1969-1975,1976-1982,1983-1989,1990-1996,1997-2003,2004-2010,2011-2017,2018-2023
Kuwait,31.84,30.71,45.33,85.9,107.45,82.11,64.13,81.58,86.56
Namibia,,,,,30.68,38.19,46.83,57.51,66.36
Gambia,17.97,22.03,23.74,24.59,12.88,21.07,25.49,36.36,49.55
Mozambique,,,,,19.53,17.74,25.55,43.9,52.63
Mauritania,5.37,8.84,15.42,17.08,16.73,,19.54,24.87,28.24
Hong Kong,,,,,166.36,215.82,286.85,359.17,432.29
Niger,4.3,7.11,13.49,17.06,12.63,7.07,11.37,17.7,18.28
Tajikistan,,,,,,8.05,16.27,22.4,27.75
Macao,,,,93.71,126.06,157.92,127.32,121.91,245.85
"Micronesia, Federated States of",,,,,47.58,46.51,38.47,53.78,72.18
Saudi Arabia,15.01,11.51,17.65,44.33,44.14,48.85,51.48,61.16,
Montenegro,,,,,,11.66,41.68,53.69,57.19
Jordan,39.6,56.16,77.51,103.98,113.63,110.94,130.59,114.99,111.62
Sudan,15.53,18.77,26.05,27.73,15.16,10.49,17.58,20.81,33.29
Panama,15.55,21.77,30.94,32.76,49.96,73.06,77.43,,
Switzerland,91.85,90.07,89.04,105.71,105.16,124.6,132.64,175.46,
"Iran, Islamic Republic of",24.57,29.23,47.27,60.22,42.28,38.39,46.63,62.55,
Canada,40.53,49.45,60.85,65.28,75.94,106.64,137.24,,
Belize,,,31.67,39.76,30.95,39.91,52.17,63.59,73.42
Malawi,,,14.44,15.05,14.0,10.44,10.88,17.0,19.04
"Palestine, State of",,,,,,74.45,71.76,60.0,82.73
Philippines,21.54,20.44,21.27,26.03,37.97,55.7,56.78,67.07,83.57
