Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2022
Guyana,36.53,35.46,34.28,33.72,33.51,33.45,32.28,30.69,29.37,28.71,28.84
China,64.36,61.79,59.25,56.87,54.04,50.9,47.89,45.56,44.08,42.6,42.01
Mali,90.67,90.54,90.16,89.56,88.63,87.32,85.24,83.17,80.71,82.68,85.09
Guinea,91.78,91.57,91.24,90.68,89.71,88.22,86.74,84.82,82.66,80.16,79.4
Tajikistan,28.24,29.2,30.0,29.46,28.13,27.61,30.97,28.99,26.58,24.47,23.76
Hong Kong,5.54,5.31,5.28,6.77,7.7,7.45,6.83,6.69,5.95,6.01,6.18
Honduras,42.45,42.43,42.19,41.75,40.89,38.28,41.32,42.29,39.56,40.1,36.13
chanisl,13.45,13.19,12.78,12.27,11.83,11.44,11.46,11.53,11.36,11.2,11.2
Malaysia,26.32,25.03,23.22,21.45,21.13,22.03,20.83,21.3,22.07,21.74,21.6
Uganda,83.81,83.38,82.67,81.97,81.09,79.84,78.13,75.97,75.61,75.33,75.15
Philippines,44.73,44.87,45.1,45.28,44.51,44.24,42.12,39.17,35.8,33.66,33.44
Ethiopia,89.43,89.51,89.31,89.74,90.39,89.92,88.89,87.73,86.65,85.83,85.18
Albania,63.55,63.42,62.64,60.16,57.45,56.43,57.05,58.43,55.49,51.46,50.09
Barbados,12.48,12.47,12.59,13.25,13.98,14.35,15.02,15.77,16.64,19.14,19.92
Afghanistan,92.22,92.17,92.01,91.9,91.42,90.83,89.33,86.81,84.6,82.96,80.4
Macao,7.78,7.38,6.64,7.73,7.35,5.12,4.68,3.62,3.26,3.23,3.37
North Macedonia,18.53,18.52,19.59,22.48,20.27,22.37,22.16,22.26,20.0,16.32,12.61
Zambia,80.55,80.77,81.06,81.52,81.93,81.96,79.48,78.41,75.1,72.98,69.46
Hungary,12.9,11.31,10.98,9.68,9.11,8.26,8.24,7.66,7.21,7.4,8.34
Cameroon,82.32,82.04,80.85,78.84,78.95,78.93,76.68,75.06,73.74,72.53,72.04
Djibouti,55.25,55.62,55.86,55.79,55.38,54.52,53.77,52.91,51.66,50.6,50.29
Australia,14.46,13.92,13.22,10.74,10.58,8.99,9.34,8.93,8.9,8.12,9.46
Mauritius,19.16,18.89,18.62,18.23,17.88,16.6,15.89,16.78,16.46,16.99,15.05
