Country,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2019,2020-2021,2022-2023
Belgium,,,7.21,6.93,7.37,8.29,9.11,10.29,11.41,13.04,13.6
Uganda,,3.83,3.95,7.26,7.06,4.66,3.65,2.54,1.81,1.83,2.18
Tonga,,,,17.97,6.45,2.55,2.14,5.32,11.12,16.21,34.27
Gambia,10.33,9.77,,8.03,9.97,11.26,3.76,2.34,4.74,6.93,0.26
Bosnia and Herzegovina,,4.92,9.31,11.94,8.23,7.65,7.94,7.62,9.23,19.33,13.39
El Salvador,14.78,9.41,7.19,7.6,9.18,10.28,7.56,7.55,7.54,10.6,8.62
Kenya,2.1,9.33,2.38,5.92,12.02,10.61,11.48,10.96,10.82,17.42,16.17
Armenia,41.64,19.22,13.88,11.13,11.14,10.78,7.42,9.81,10.73,25.96,17.79
Zambia,,2.59,2.21,3.12,3.72,3.85,3.44,4.02,2.49,6.08,2.73
India,,,41.22,46.49,45.2,47.75,47.4,46.18,42.63,49.32,47.49
Switzerland,2.07,2.43,10.31,10.56,8.84,9.83,11.09,11.95,9.93,10.45,10.64
Sierra Leone,,,,1.54,0.69,30.97,52.19,21.26,3.34,5.48,1.92
"Micronesia, Federated States of",,,,,,5.15,4.7,,,,
Paraguay,7.09,4.82,5.07,6.07,3.46,1.95,1.0,0.76,0.71,1.04,0.78
Luxembourg,,4.6,4.5,8.29,5.65,6.52,6.23,4.56,3.97,3.52,3.54
Greece,,2.12,1.52,1.63,1.53,2.26,2.64,2.85,2.76,3.88,2.72
Panama,2.45,2.41,1.79,3.71,4.38,4.47,2.9,2.35,3.54,4.64,3.16
"Bolivia, Plurinational State of",,16.25,8.71,5.77,7.42,8.85,7.93,5.64,4.45,11.82,4.84
Bermuda,,,,,7.02,6.23,5.6,5.29,4.97,4.6,
Yemen,,,,11.12,14.07,8.58,18.39,21.21,,,
Grenada,9.34,15.32,14.43,5.41,4.7,4.06,2.54,1.79,0.98,1.27,0.8
Thailand,1.48,1.16,0.88,1.14,1.06,1.39,1.01,0.77,0.75,1.42,0.91
Senegal,9.38,11.4,13.58,13.93,16.46,15.82,21.66,21.31,12.76,12.77,
Guatemala,9.0,2.42,1.93,9.94,16.2,17.42,19.42,20.02,20.12,23.93,15.11
Angola,,,,7.94,0.72,5.04,2.68,2.64,4.72,26.2,36.29
Italy,0.78,2.27,5.9,6.96,7.4,7.75,7.83,8.36,7.49,9.67,7.25
Marshall Islands,,,,,,4.61,3.48,2.28,0.99,1.15,
Burundi,,,,,,2.72,13.49,7.23,3.98,,
United States,2.57,3.62,4.32,4.4,4.2,4.63,5.02,5.53,5.97,7.52,7.18
Morocco,1.74,2.81,3.53,3.82,3.8,6.72,8.3,9.26,8.57,12.99,9.54
