Country,1967-1974,1975-1982,1983-1990,1991-1998,1999-2006,2007-2014,2015-2022
Azerbaijan,,,,,11.73,6.94,9.11
Argentina,,,10.35,12.64,9.95,12.3,12.18
Canada,17.16,17.13,19.55,26.19,28.54,25.56,23.83
Armenia,,,,,1.39,1.79,2.38
Mozambique,5.06,,,,,,
Dominican Republic,0.22,0.44,0.48,,,,
Italy,17.77,20.67,23.43,23.49,22.45,27.33,29.47
Libya,0.0,0.0,,,,,
Papua New Guinea,29.03,16.98,8.47,8.76,8.76,,
"Bolivia, Plurinational State of",0.57,2.03,0.38,0.44,0.32,0.76,1.69
Guatemala,1.64,1.7,1.1,,,,
"Tanzania, United Republic of",4.35,6.45,5.67,3.46,1.12,2.46,1.55
Türkiye,8.27,10.71,9.69,14.29,16.49,18.44,20.14
Paraguay,1.18,1.08,,,0.69,6.39,
Zambia,4.94,6.29,2.44,2.04,,,
Qatar,,,,,0.15,0.4,2.36
Cyprus,4.06,4.6,4.07,3.88,3.62,6.76,13.82
Myanmar,,,,,,12.43,1.9
Mauritius,3.74,3.49,1.56,1.17,1.51,2.78,4.43
Philippines,4.45,5.66,2.89,9.94,26.36,33.57,28.17
Singapore,15.76,21.61,19.03,53.73,50.64,53.14,56.15
Poland,18.63,23.67,21.96,16.28,16.08,22.98,21.89
