Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2013,2014-2015,2016-2017,2018-2019
Guyana,24.83,28.53,30.6,19.9,20.15,26.4,23.65,22.4
Ireland,10.83,9.4,7.8,5.0,3.9,3.95,3.75,3.05
Hungary,14.1,15.03,14.1,9.37,8.0,7.9,7.9,7.9
Uganda,33.6,32.53,31.77,30.87,29.7,30.25,30.15,29.55
Dominican Republic,32.77,34.7,25.23,25.77,35.1,32.3,40.85,59.05
Morocco,23.9,23.97,23.8,22.67,20.2,19.75,19.4,17.35
Cameroon,27.53,27.83,28.2,28.8,28.65,28.95,29.6,30.05
Andorra,,,,,7.6,,,
"Congo, The Democratic Republic of the",38.2,37.1,36.13,35.97,34.0,33.55,33.45,33.95
Tajikistan,19.4,19.0,18.57,18.63,18.6,18.4,18.1,15.9
Mozambique,33.93,32.97,31.53,30.7,30.35,30.55,30.65,30.05
Sri Lanka,15.17,14.87,14.33,14.2,12.75,13.0,15.5,18.8
Togo,30.43,30.93,31.2,31.17,30.65,30.1,29.4,28.75
Romania,12.33,12.47,14.37,12.13,10.05,10.0,10.45,10.25
Lesotho,27.37,27.63,27.73,27.6,28.65,29.8,36.7,31.75
Bangladesh,12.1,16.3,17.13,16.87,15.9,15.85,15.7,15.4
Comoros,26.8,26.83,26.6,27.03,26.65,26.45,26.55,26.6
New Zealand,11.87,11.23,9.93,8.73,6.9,7.45,8.4,9.25
Benin,28.53,28.37,27.77,28.07,27.2,27.15,27.25,26.85
