Country,2000-2004,2005-2009,2010-2013,2014-2017,2018-2021
Estonia,3.81,4.24,4.65,4.88,5.38
Belize,1.7,2.4,2.95,3.17,3.43
Sweden,6.62,6.79,8.46,9.14,9.48
Colombia,4.35,4.7,4.93,5.28,5.91
Lebanon,3.13,3.14,3.19,3.59,3.58
Cuba,5.6,9.19,9.24,10.93,10.91
Bhutan,3.26,2.55,2.52,2.59,2.71
Honduras,2.62,3.36,3.62,3.02,3.15
Türkiye,3.35,3.73,3.64,3.3,3.46
Azerbaijan,0.81,0.93,1.04,1.15,1.44
Sierra Leone,1.01,0.86,1.06,1.13,1.33
Egypt,1.75,1.59,1.37,1.55,1.43
Malawi,0.97,1.03,1.18,1.77,1.57
Czechia,5.38,5.37,6.38,6.25,7.25
Benin,1.11,0.95,0.73,0.52,0.34
Nicaragua,2.46,3.11,3.68,4.53,5.49
Bahrain,2.48,2.3,2.67,2.91,2.63
Georgia,1.08,1.41,1.69,2.6,3.43
Guinea-Bissau,0.49,0.54,0.49,0.53,0.83
Canada,6.38,6.77,7.39,7.54,8.46
Malta,5.21,5.54,5.46,5.54,6.36
Denmark,7.22,8.02,8.82,8.64,8.78
