Country,2010-2011,2012-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Slovenia,95.72,97.01,97.59,98.11,97.62,97.77,97.89,98.17,98.55,98.74,98.6
French Polynesia,,,,,,,,,,,
Thailand,38.65,41.42,,,45.07,,46.24,49.58,,,53.63
Benin,,,,,,10.36,16.14,14.08,,13.4,
Togo,18.27,,,54.06,,21.11,,32.41,,,
Ireland,82.27,83.06,86.36,86.67,86.81,86.16,87.63,87.65,88.58,89.85,90.14
Solomon Islands,,42.94,,,,,,,,,
Japan,,,,,,,,,98.62,,
Kenya,29.07,,,,,,,60.52,58.76,72.79,64.95
Malaysia,68.22,,,,74.21,81.16,81.8,76.78,85.37,86.76,80.57
Turks and Caicos Islands,,,,,,,,88.16,,,
Kazakhstan,,,,91.95,,,99.46,,,,
Saint Vincent and the Grenadines,,,,,,41.81,,,,,
Pakistan,33.39,35.2,37.33,34.99,70.2,36.43,19.92,25.78,,38.08,
Marshall Islands,92.06,,,,,,,95.77,,67.8,
Hungary,98.07,98.34,96.64,96.77,97.18,97.42,97.7,97.9,98.18,98.52,98.67
Monaco,,,,,95.65,,,,,,
Palau,,97.12,94.09,,,,,,94.36,,
Cyprus,76.53,79.2,78.96,78.64,80.31,80.83,81.77,81.83,82.92,84.63,85.86
