Country,1977-1986,1987-1996,1997-2005,2006-2014,2015-2023
Aruba,45586592.18,370865921.79,816002292.09,759075608.64,899449885.52
France,26516856145.84,60101487548.42,95888992944.54,194195598475.2,261789714101.5
Gabon,854581553.08,859725003.7,864349368.53,1977618850.92,1860652491.96
Dominican Republic,303740000.0,644710000.0,1257774444.44,2258167777.78,3985100000.0
Benin,95699395.26,150567106.49,216312275.3,561322214.0,780052597.99
Dominica,7416296.3,29952962.96,69780757.92,112080807.54,134456855.05
Ghana,168579640.47,271945200.0,649099659.38,2806397792.88,9288863138.74
Sao Tome and Principe,7097245.52,7367704.31,9549297.42,29023760.43,54778959.0
Armenia,,79750611.46,297662693.05,1240671823.55,1974382557.69
Cabo Verde,9460460.08,29137385.22,135793376.7,321460253.61,277413698.29
San Marino,,,,,712371402.52
Peru,777772000.0,1338258827.18,2399830160.19,5860741793.55,9866836036.04
Fiji,120001524.1,271041124.07,374744398.68,537996296.21,620616288.64
Mali,172206374.05,328642919.73,415810061.49,985933397.57,1436106139.11
South Sudan,,,,338948000.0,1057334687.5
Sudan,267180338.57,194314888.89,664517788.39,2280834878.86,1299035103.03
Madagascar,161119590.24,232521023.51,424938792.16,1101306705.32,1011266572.88
Cambodia,,140642800.0,363159980.94,1209706959.71,2580806782.49
