Country,1981-1986,1987-1992,1993-1998,1999-2004,2005-2009,2010-2014,2015-2019
Guinea,5.0,27.0,64.33,80.83,94.4,82.0,80.0
Nigeria,11.67,30.17,42.83,57.83,63.8,60.8,57.0
Kenya,44.0,59.0,61.5,70.5,75.4,74.6,84.8
Cambodia,8.25,10.5,40.83,64.0,86.0,91.0,93.0
Jordan,20.67,52.67,50.67,46.5,82.8,89.4,90.0
Pakistan,7.67,44.5,64.5,75.17,80.0,76.8,82.0
Nepal,14.5,33.5,51.5,78.33,84.0,81.8,86.2
Mexico,26.33,56.83,72.0,83.5,86.8,88.0,93.6
"Venezuela, Bolivarian Republic of",,,,36.5,50.6,60.0,72.0
Yemen,3.0,10.83,26.83,59.17,59.2,67.6,70.0
Equatorial Guinea,19.0,53.33,73.5,58.67,64.8,74.0,69.0
Malawi,26.25,73.17,85.0,85.5,86.8,88.2,89.2
Gambia,81.5,82.33,90.5,92.5,91.0,89.6,92.0
Guyana,,53.67,72.0,82.83,90.8,97.8,99.0
Liberia,34.67,31.0,54.5,55.5,81.0,90.6,89.2
Madagascar,19.4,39.67,39.5,59.67,72.2,77.6,78.0
"Bolivia, Plurinational State of",,22.0,57.5,68.17,72.0,77.4,87.0
Tunisia,5.83,39.83,69.33,83.17,93.4,96.0,96.2
Angola,16.25,33.67,48.33,65.33,79.4,74.0,76.4
Ghana,22.67,52.67,67.83,71.5,85.2,87.6,88.6
Belize,85.33,88.0,86.33,85.0,87.0,88.6,91.0
Algeria,,31.0,48.17,65.33,70.2,90.4,95.6
Türkiye,,39.2,49.67,55.5,68.4,90.0,93.0
Zambia,36.0,53.0,73.83,83.83,90.0,83.6,85.0
Mauritius,13.83,67.0,78.0,80.5,86.2,95.0,95.0
Fiji,,34.33,81.5,88.0,93.6,94.0,95.2
