Country,1960-1965,1966-1971,1972-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
Gambia,2739999.96,3491666.67,10275000.02,46923999.79,68972000.89,97504000.85,54836000.82,48127999.88,70885998.54,118202000.43,140596000.67,249083999.63
Mali,9673333.5,24198333.42,94253333.41,209576000.98,331085998.54,448220001.22,454003991.7,352294006.35,721157995.61,1005605993.65,1280036010.74,1514930004.88
Czechia,,,,,,124833335.88,127694001.77,335347995.0,270964996.34,,,
Kyrgyzstan,,,,,,21079999.92,180545997.62,176214004.52,219695999.15,364695999.15,585038006.59,507666003.42
Sierra Leone,11110000.13,9048333.33,14918333.21,64827999.11,68602000.43,99165998.84,198600004.58,215747999.57,389230004.88,412350000.0,708878002.93,629705987.55
Vanuatu,429999.99,2960000.04,14614999.85,31417999.65,28847999.95,41108000.18,35299999.62,30486000.44,43895999.15,99876000.98,128027999.88,141507998.66
Afghanistan,34258332.57,36743333.5,63285000.48,47000000.0,17135999.97,211776004.03,212626000.98,415344003.3,2811614013.67,6011954003.91,4450178027.34,4144434033.2
Colombia,41223333.44,106654997.51,82939999.9,50885999.3,55654000.09,125236001.59,153159999.08,311648004.15,748464001.46,898162011.72,1078886010.74,1664848010.25
Tuvalu,,,1790000.06,4687999.92,8598000.05,7804000.19,7740000.06,6650000.1,9627999.97,21663999.94,32902000.43,41296000.29
Peru,10981667.04,39329999.92,68626667.02,174116003.42,278438003.54,417593994.14,409040002.44,464680004.88,446979998.78,318985992.43,269145998.05,506299993.9
Honduras,8051666.74,12136666.3,24936666.65,83476000.98,223755999.76,312654003.91,286644000.24,476990002.44,477479998.78,435191998.29,525476000.98,740650000.0
Lithuania,,,,,,48904999.26,101412001.8,124558000.18,310130004.88,,,
Saint Vincent and the Grenadines,,,3626000.05,7311999.99,8092000.01,16336000.06,21241999.72,11227999.97,18738000.11,19268000.22,10578000.07,64116000.37
Kenya,52981665.93,55473332.72,120598333.99,384298001.1,446273992.92,974880004.88,674300006.1,420211999.51,819818017.58,1942170019.53,2620008007.81,3096213964.84
Cyprus,13806666.45,3263333.35,36488333.54,40978000.26,29709999.85,37861999.89,32811999.89,45238000.49,37125000.48,,,
Rwanda,7983333.35,17656666.44,63250000.64,145822001.65,186426000.98,293310003.66,491080001.83,341796002.2,524858013.92,958057995.61,1118447998.05,1264025976.56
Côte d'Ivoire,16463332.79,44686667.12,83049999.24,151750000.0,162113999.94,578258013.92,996307983.4,603910006.71,187938000.49,1559844012.45,859035998.54,1449416003.42
Malaysia,17683333.24,29714999.83,65625000.64,123228001.4,255983999.63,239274000.55,-86097999.57,102997999.19,176456000.9,69852001.09,-35011999.44,-4662000.23
Myanmar,27678333.28,22935000.1,65518332.16,278889996.34,304582000.73,198492002.87,110317997.74,100763999.94,146980000.31,425990008.54,1913616015.62,1827148010.25
Poland,,,,,,1754356689.45,1738961987.3,1056564013.67,1352900024.41,,,
Maldives,245000.0,651666.67,1956666.68,10644000.15,10824000.17,25210000.23,31298000.34,23443999.86,35965999.98,53850000.38,27484000.02,149040000.92
Northern Mariana Islands,10888333.32,35961666.11,76768333.44,124029997.25,179081997.68,81790001.39,17933999.37,166666.67,,,,
Croatia,,,,,,10000.0,84152500.15,79218001.56,144588000.49,135430000.61,,
Montenegro,,,,,,,,,45125999.88,94053999.33,104255999.76,138617999.27
Seychelles,953333.33,3113333.29,8501666.7,19586000.06,21018000.22,23584000.4,16492000.01,26522000.12,11402000.24,28409999.85,13640000.25,50000.0
"Virgin Islands, British",249999.99,8284999.8,2184999.97,3024000.0,2099999.95,4950000.05,3759999.9,2110000.0,-875000.0,,,
