Country,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2022
Morocco,4.84,2.56,2.83,9.4,12.96,5.38,6.89,6.04,7.48
"Congo, The Democratic Republic of the",,35.98,27.18,24.44,4.34,10.4,10.06,11.79,17.22
Lebanon,,2.29,2.34,5.08,2.53,2.43,2.59,1.24,1.43
Namibia,,0.9,1.61,1.29,1.24,0.69,0.55,2.1,1.19
Madagascar,,,8.82,9.84,3.19,1.54,1.92,0.88,0.39
Macao,6.61,14.13,15.89,24.62,28.58,17.77,21.17,19.1,14.58
Tajikistan,,0.2,20.11,,,,,,6.85
Botswana,,,,,,,8.9,7.74,12.88
"Palestine, State of",,,0.96,7.43,9.26,1.83,1.61,1.17,1.05
Spain,,,,,,8.3,4.54,4.81,5.63
Guinea-Bissau,,,,,,,0.55,0.68,
Malaysia,2.87,2.11,3.23,0.64,0.62,0.66,0.48,1.32,3.46
Solomon Islands,,,,,5.26,6.67,9.37,3.33,7.14
Mauritius,4.26,4.15,2.97,4.9,9.68,9.48,10.15,10.5,18.13
Bulgaria,6.14,3.56,3.03,3.3,4.03,4.08,5.59,4.63,4.03
Azerbaijan,1.97,,,37.88,34.57,35.52,37.81,33.0,0.02
Angola,11.1,4.17,2.59,2.37,1.11,1.69,2.34,1.6,
United States,0.55,5.31,7.75,8.98,8.43,7.04,6.54,7.07,9.58
Malawi,,,,,1.14,1.75,1.23,0.51,1.16
Thailand,23.96,13.51,5.11,0.97,1.32,6.94,9.17,12.89,19.6
Israel,3.38,13.83,14.78,14.9,14.4,14.15,14.08,12.84,13.18
France,8.04,7.76,7.66,8.23,8.08,7.83,8.68,8.45,9.33
Iceland,11.1,12.14,9.62,15.95,11.41,10.54,13.89,9.87,9.62
Senegal,,,,,,,13.24,11.08,10.44
"Tanzania, United Republic of",,,,,2.2,1.7,1.26,1.48,1.28
Japan,18.59,12.66,12.14,13.24,12.27,11.02,10.3,12.34,11.66
Netherlands,5.29,5.82,5.31,5.23,5.34,5.04,4.77,4.84,6.42
Palau,,,,34.29,35.18,37.84,30.17,23.8,
Honduras,,,12.91,16.71,20.13,23.39,26.3,8.2,
Bosnia and Herzegovina,,,4.13,3.54,4.17,4.31,5.37,6.45,7.37
