Country,1960-1970,1971-1981,1982-1992,1993-2003,2004-2013,2014-2023
Senegal,1271101902.81,2804387716.73,5471328476.44,6507071669.97,14870098245.36,22863469448.6
Australia,26955960676.59,103295879073.64,231890450521.62,378238830188.73,1019774688481.41,1408019665719.45
Hungary,5365803220.3,14017207822.35,27067814641.9,49590889327.53,123138126511.41,153845006914.78
Serbia,,,,18382669985.5,39826408068.52,50344645703.61
Iceland,434654962.42,1933161695.21,4704165177.71,7996705935.27,14678836183.79,24172562288.37
Canada,57715933629.38,190688533482.78,445715547988.72,661325183759.32,1473955397674.29,1774242624423.69
Netherlands,23350116108.96,116047876036.81,229312150242.8,434459960868.2,807690747707.05,907017953609.92
Solomon Islands,,80843003.53,181767597.87,425474021.48,802202025.05,1492214998.03
Antigua and Barbuda,,110266666.67,323702020.2,736366228.96,1245158888.89,1542564814.81
South Sudan,,,,,12483225377.38,11238507705.57
Marshall Islands,10500910.0,23439233.7,77270195.75,146615610.36,193527905.27,272292030.42
"Congo, The Democratic Republic of the",,,8050000000.0,7657339311.17,19062960088.1,46347316890.92
Belize,39193318.54,114471062.49,340810960.5,941756922.48,1579208847.91,2292173911.74
Cayman Islands,,,,,3382350572.36,3664160840.46
Faroe Islands,61249857.03,260433643.16,525003460.35,1246740860.14,2324699137.21,3228615993.97
India,49939617280.2,119522624954.02,257904733304.98,426247322103.51,1329328975229.16,2704197488575.9
Viet Nam,,,7755402217.41,26479407667.61,114509912646.9,304807274952.18
Djibouti,,,490479740.72,546507830.71,1104753112.46,3020754040.32
Sweden,25119099446.85,87941087283.76,179062102663.0,261896298475.68,496748319858.93,575760239865.07
Malawi,,1801175342.12,2111945522.36,3062878527.92,7724366040.47,10524663086.23
Eswatini,59940530.57,169436004.15,1255877374.81,1677699951.35,3745082016.46,4175893014.23
United Kingdom,111383739005.81,326958580526.91,807921785676.19,1552601097238.78,2663334431227.84,2903205468274.58
Ethiopia,2196340416.2,5236289504.64,10459680664.69,8154501263.82,26934473864.27,96155741992.63
Mongolia,,2299199133.33,2543023950.09,1193583421.75,6117565163.21,12475362319.2
Bermuda,,,,,6670234500.0,7334140333.33
Guyana,196778302.73,420583288.08,328181602.58,606681440.52,2816127401.23,6905567855.85
French Polynesia,160065239.95,781951174.84,2452888719.33,4754430200.62,,
San Marino,,,,,,1492186373.3
China,66417160566.22,154838060828.91,310480104474.39,1022385064826.53,5178877331941.08,14074454180042.78
