Country,1970-1974,1975-1979,1980-1984,1985-1989,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2013,2014-2017,2018-2021
Chad,3.28,6.17,7.73,5.07,4.55,4.44,4.68,9.31,9.23,10.38,12.87,13.02
Romania,,,,26.33,24.78,25.16,21.0,20.62,16.2,18.42,18.2,16.54
Equatorial Guinea,2.07,2.09,2.76,2.72,2.56,4.56,8.93,15.43,10.4,21.27,24.11,27.57
Colombia,13.23,10.06,9.75,10.8,10.55,10.77,12.45,12.11,11.53,11.67,11.7,11.13
Nigeria,8.51,9.13,10.19,9.38,8.08,7.9,7.56,7.23,7.43,8.86,9.28,10.61
Haiti,,,2.56,2.34,1.8,1.63,1.29,2.1,3.36,4.31,4.43,5.25
Viet Nam,,,,3.43,3.32,3.34,5.88,11.48,16.06,15.87,14.01,14.06
Costa Rica,9.43,8.89,8.49,6.31,5.94,5.49,6.03,6.27,5.94,5.8,5.47,5.67
Timor-Leste,,,,,,,3.58,3.06,1.62,1.64,3.67,6.82
Libya,,,,,,,,9.07,8.4,9.33,9.56,9.41
Iceland,20.76,21.01,21.46,19.74,18.24,15.01,13.06,13.15,18.58,19.87,15.99,16.72
Canada,14.77,15.05,16.35,15.49,15.85,15.68,15.83,15.11,15.78,16.36,17.1,17.02
Cayman Islands,,,,,,,,,,7.72,9.32,7.65
Maldives,,,,8.44,9.29,10.24,11.4,11.81,11.24,12.03,12.04,12.32
Kiribati,,4.58,6.93,7.4,5.06,4.74,4.79,5.28,5.09,5.36,4.04,4.05
Latvia,,,,,,36.17,29.93,23.67,22.36,24.92,23.3,21.85
Poland,,,,,35.06,15.58,14.21,14.28,12.87,11.71,12.12,11.89
"Korea, Republic of",6.88,7.79,10.29,11.49,12.76,14.61,17.73,16.97,17.71,18.51,18.58,19.89
Switzerland,,,,,,20.55,20.65,22.02,22.78,22.66,23.05,24.17
Burkina Faso,4.01,4.8,5.81,6.98,7.48,7.99,7.39,6.84,8.12,8.12,7.37,7.97
"Iran, Islamic Republic of",12.78,12.14,15.59,17.59,19.03,18.37,15.56,12.57,12.1,12.88,16.51,20.15
Mauritania,3.06,3.87,4.79,5.83,5.68,6.28,6.26,6.73,5.92,6.62,7.55,7.58
United States,12.78,14.04,15.32,15.01,15.04,14.64,14.55,14.92,15.76,15.6,15.65,16.08
France,12.92,14.27,15.18,14.98,15.56,15.37,15.01,15.7,16.67,17.5,17.57,18.52
Austria,14.72,14.82,15.68,15.57,15.68,16.01,16.43,16.84,16.69,17.52,17.99,18.96
Qatar,9.17,10.39,9.7,11.18,11.81,12.97,14.84,9.95,15.97,16.82,16.89,17.63
