Country,1990-1996,1997-2003,2004-2009,2010-2015,2016-2021
Angola,141823805.35,306576285.82,449586114.29,845824367.28,1000282955.59
Germany,12644568818.07,15756784570.77,19738013638.83,23943354439.24,27062442799.26
Oman,227507421.6,476561222.3,962181735.65,1922832493.99,3002648682.97
El Salvador,54145577.9,108521213.34,175083537.66,212267404.22,287764295.8
Central African Republic,2194103.43,4312833.42,5211928.73,5267130.76,9696109.87
Togo,13231909.59,25058776.55,46189304.01,65610902.6,90752843.22
Dominican Republic,144254396.11,338517459.0,490367403.64,686507393.64,1022240369.14
Qatar,238383662.46,551675742.93,1164662833.57,2376304226.31,3563030001.18
Argentina,1554213079.19,2383262273.32,3886598563.03,5666659648.83,6829217367.75
Tajikistan,79693854.91,43622448.63,68859487.3,111374838.05,377390793.06
Burkina Faso,7662605.99,16815036.94,34695395.38,94513142.57,193869876.01
Malta,33548338.74,44814739.39,65984659.91,74830692.33,57868976.03
Italy,5673131325.18,8155003167.51,11271481355.04,11515856294.66,12492700109.33
Niger,7768616.97,12684050.63,21254918.25,58229399.17,83662756.31
Yemen,128740749.07,280520657.38,574147001.73,726410669.85,381667634.5
Myanmar,75842661.31,162145325.1,234049893.66,423099510.84,1388325246.23
Tonga,1225132.6,1874711.75,3379095.31,3647297.43,6560029.41
Congo,40038324.07,68196569.87,108786355.53,170443158.5,262425015.52
Maldives,3033429.44,8579158.36,20920047.61,37212837.2,76564244.59
Somalia,9070631.63,9935791.6,14994584.34,20311688.29,27237641.3
Uzbekistan,1535401192.27,2234665583.73,3080778983.79,3592533100.1,4446183035.61
United Arab Emirates,940709906.83,1705228904.56,3339560634.05,5670090157.93,7440850779.2
Rwanda,6924775.88,10045163.6,14149968.74,24991760.59,52404516.58
Antigua and Barbuda,3571193.51,6504259.2,15378584.02,16708879.73,18803447.41
Malawi,9639769.81,13635684.56,21333921.62,29221554.41,55057760.82
Spain,3186579837.64,5372315858.32,8286069057.91,8205659395.99,9504581775.51
Jordan,170769157.8,295565579.56,502933577.68,742609908.07,996281887.26
"Palestine, State of",,14835845.16,64634228.12,79916843.23,131963645.85
