Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019
Guatemala,0.0,104.0,21474.33,119252.67,545121.67,872468.0,1343379.33,2451467.33,4710133.0,11211267.0
Cambodia,0.0,0.0,1277.0,6354.33,33813.67,57425.0,108612.67,734242.67,2748331.67,6096364.33
Russian Federation,332.33,106463.33,765222.0,2895200.33,12174619.0,27683989.67,47231510.67,86793532.0,103278658.0,116338030.33
Japan,65651.33,1175728.0,11405646.0,38230969.67,67202600.0,89851957.0,99241387.33,105624608.33,116600311.67,107586256.0
Thailand,76.33,25051.33,320276.0,2454769.33,5922486.0,11459865.67,13533519.67,17883984.67,27886323.33,40820340.0
Maldives,0.0,0.0,977.67,6526.0,18109.67,37577.33,88116.33,155762.0,247706.67,324997.67
Malawi,0.0,0.0,1192.0,14119.67,33801.0,77521.67,191953.67,655980.67,1270208.33,2501108.67
Tunisia,0.0,561.0,5642.0,280682.67,672947.0,1354232.67,3455654.67,4497543.67,5304067.67,7521130.0
Eswatini,0.0,3.33,757.33,8993.67,25523.33,39716.33,94672.0,229034.67,296012.33,534110.67
Chile,1671.33,26632.0,168327.67,2044200.0,4005482.0,5540432.0,6976072.0,9591617.67,13279223.33,15409412.67
Equatorial Guinea,0.0,0.0,374.5,804.33,3913.33,10482.67,30496.33,144600.67,249923.67,343478.0
Gambia,0.0,34.67,1193.67,13156.67,36689.33,81251.67,137993.33,237659.33,352232.33,452383.67
Belize,0.0,31.33,3185.67,13234.67,19109.67,63909.67,85738.33,107440.0,150359.33,180357.33
Tajikistan,0.0,0.0,,2755.67,4317.33,263257.0,748025.33,1145063.0,1607142.33,1998516.67
Honduras,0.0,700.0,10548.33,70466.0,309643.33,604770.0,829118.33,1493419.0,2304401.67,3039253.67
Dominica,0.0,130.0,1234.33,5805.0,16922.33,27859.67,30851.33,35339.33,44979.33,49869.67
Guinea-Bissau,0.0,0.0,232.0,2608.67,17987.0,28351.67,35185.67,46435.67,61581.0,73675.67
Brazil,8319.0,90133.67,1521888.33,5518369.0,25178714.0,50287924.67,73521250.33,96542342.67,118456848.0,141319237.0
Sweden,93420.67,300292.0,1958145.33,4113401.0,6973624.33,7721598.0,8412946.0,8930187.0,8877756.67,9377310.33
Czechia,0.0,113749.67,301484.67,1073374.33,3200130.67,4644282.0,6857846.0,7687967.67,8001780.0,8542171.33
Central African Republic,0.0,0.0,549.0,2107.33,6538.33,13140.67,69515.33,127177.33,170985.67,202608.0
Slovenia,0.0,29100.67,150856.33,383579.67,666223.67,1052347.33,1301779.67,1429080.0,1520043.0,1674194.33
Togo,0.0,0.0,8034.33,37726.67,65985.0,115505.33,167058.0,271590.67,592550.33,975217.0
Solomon Islands,0.0,29.67,1489.33,1986.0,2549.67,7243.67,20700.33,39035.67,60432.33,77853.33
Niger,0.0,0.0,204.33,6515.0,20041.33,43025.0,121271.67,184560.67,544727.33,1536993.0
Switzerland,79301.0,195358.33,1048770.0,3246516.33,4710168.0,5547462.67,6286719.0,6853408.33,7299801.0,7744161.33
Netherlands,110100.0,600738.0,2402054.0,7039133.67,10486441.67,13727919.67,14840270.33,15573508.0,15458147.33,15990189.0
