Country,1960-1972,1973-1985,1986-1998,1999-2011,2012-2023
Northern Mariana Islands,17.19,11.98,11.16,12.51,8.28
"Iran, Islamic Republic of",14.47,13.9,14.57,8.57,8.08
Guam,11.32,10.91,9.64,9.7,9.13
Equatorial Guinea,12.85,13.61,13.81,12.61,12.6
Slovakia,10.35,9.0,8.54,5.88,5.49
Guinea,12.8,13.75,14.46,15.39,14.56
Cambodia,14.66,14.35,15.8,12.23,10.54
Cuba,12.31,11.36,7.59,6.61,5.61
Finland,9.38,7.21,6.73,6.02,5.66
Netherlands,9.62,7.91,6.3,6.32,5.53
nld_curacao,14.53,11.22,10.22,8.86,7.05
Nigeria,13.21,14.07,14.49,14.29,14.58
Bahrain,13.74,10.61,9.74,7.19,5.65
Kazakhstan,13.69,11.11,11.03,8.58,10.21
"Moldova, Republic of",12.67,9.24,9.46,6.46,6.75
Grenada,18.02,13.7,12.55,9.4,8.2
Eswatini,16.14,16.83,16.68,14.04,12.4
Austria,8.59,7.53,6.31,5.63,5.01
Congo,14.44,15.26,14.82,13.67,14.23
Bangladesh,13.92,14.71,14.05,11.87,9.71
Poland,10.77,8.37,8.6,5.74,5.41
Malaysia,15.51,13.26,12.15,10.56,8.09
"Venezuela, Bolivarian Republic of",15.64,14.03,12.69,10.92,9.91
Hungary,8.09,7.79,6.77,5.56,5.18
Greece,8.9,8.45,6.29,4.94,5.08
Ukraine,10.05,8.0,7.89,5.32,5.97
Thailand,15.19,13.59,9.95,7.55,5.94
