Country,1990-1996,1997-2002,2003-2008,2009-2014,2015-2020
United Kingdom,733835.03,697339.47,670488.25,560934.29,455933.08
Australia,497870.49,585786.97,592063.33,633449.15,616339.56
Cyprus,6484.85,7883.97,9212.9,8671.47,8460.25
Suriname,3204.13,2936.37,2648.56,3647.62,4264.62
Samoa,365.55,439.01,482.14,531.04,584.61
Malaysia,102063.69,153046.39,215351.38,258318.29,293687.89
Singapore,41240.44,51985.42,50980.26,57646.18,64061.64
Botswana,12803.58,14470.74,11942.15,16138.84,12351.03
Sao Tome and Principe,61.18,70.54,100.86,136.44,169.1
Cuba,41757.29,42836.26,40782.59,43339.49,41326.26
Chile,50845.63,70215.99,78166.47,96297.72,107284.47
Barbados,3179.25,3502.76,3714.71,3883.68,3730.49
Tunisia,23838.66,29546.37,34288.86,39605.82,42062.76
Kiribati,44.68,54.36,80.81,83.84,95.39
France,499309.05,508132.6,501081.55,458029.85,419209.39
Yemen,21694.93,32683.82,42680.03,46170.78,24819.34
Zambia,24993.53,24087.88,27969.0,30782.1,35334.47
Zimbabwe,30905.32,31030.74,26212.89,29079.97,28324.92
Thailand,201813.12,262095.44,321697.93,371372.63,416532.33
Syrian Arab Republic,87811.12,100328.78,103991.44,80322.25,45915.2
Israel,52325.31,70711.73,79773.13,88299.84,86481.31
Uruguay,31664.85,32852.69,35946.12,37449.9,36502.43
Nicaragua,9322.85,11671.37,13986.5,15729.78,18419.39
