Country,2000-2003,2004-2006,2007-2009,2010-2012,2013-2015,2016-2018,2019-2021
Albania,254.62,339.43,465.45,627.52,714.98,848.88,1052.71
United Arab Emirates,2390.08,2465.29,2485.12,2542.01,2620.14,2846.13,3834.79
Kuwait,1749.97,1719.77,1889.9,1918.26,1945.58,2331.19,2830.62
Denmark,2559.25,3169.67,3966.67,4641.67,4961.33,5590.33,6522.67
Sao Tome and Principe,207.32,231.97,197.29,195.43,239.68,241.11,292.25
Kyrgyzstan,95.5,176.0,200.33,251.0,316.67,295.67,274.0
Canada,2673.45,3309.73,3923.94,4353.53,4701.82,5283.61,6074.99
Austria,2870.25,3423.0,3992.67,4505.67,5077.67,5674.33,6693.0
Syrian Arab Republic,163.57,168.15,160.61,157.82,,,
Greece,1745.46,2206.14,2684.2,2416.7,2157.25,2350.01,2703.22
Antigua and Barbuda,890.29,1035.37,1079.07,1128.66,1089.76,1058.12,1140.44
Bhutan,131.6,164.73,188.59,231.38,298.21,353.88,455.05
United Kingdom,2157.35,2810.44,3316.05,3728.53,4079.49,4455.17,5554.4
Ukraine,290.25,448.33,514.33,614.0,745.0,848.0,974.33
Gambia,186.11,105.95,97.46,89.73,64.9,64.95,73.89
Brazil,789.36,894.68,1067.03,1153.32,1287.84,1363.58,1543.91
"Tanzania, United Republic of",50.76,98.1,106.07,103.71,88.33,98.07,92.65
