Country,1994-1997,1998-2001,2002-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Puerto Rico,23720.37,26182.2,28095.92,29003.19,27403.55,28638.71,29365.82,29794.28,29357.37
Nauru,,,,,,,,,17048.66
Grenada,,,,,,,,,13064.99
Montenegro,,,,19509.86,19871.81,20761.18,22748.88,24152.94,26570.15
India,2564.09,3019.33,3537.13,4302.99,4987.6,5715.3,6873.56,7632.68,8505.07
Cameroon,3357.11,3575.64,3931.84,4168.07,4214.59,4355.63,4626.05,4680.95,4691.19
Guyana,,,,,,,,,21902.24
Azerbaijan,,,,,,,,,19693.91
Niger,,,,,,,,,1566.66
Cyprus,30300.85,34199.27,38260.33,42426.4,42807.77,37592.37,39788.98,42908.11,45359.56
Lao People's Democratic Republic,,,,,,,,,7649.13
Saint Kitts and Nevis,,,,,,,,,25460.29
Colombia,11184.85,10869.52,11276.62,13003.61,13881.98,15589.61,16947.16,16658.38,18099.24
Viet Nam,3475.07,4104.84,5082.74,6170.81,7062.84,8102.51,9317.6,11080.31,12047.34
Faroe Islands,,,,,,,,,69833.53
Kiribati,,,,,,,,,4732.26
Mali,1625.61,1825.16,2014.62,2117.08,2178.19,2144.58,2322.34,2372.93,2313.26
Nigeria,,,,,,,,,5514.17
Honduras,,4400.5,4576.61,5227.94,5167.78,5231.02,5507.62,5554.43,5885.91
Afghanistan,,,,,,,,2797.7,2056.36
