Country,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019,2020-2020,2021-2021
Bhutan,,4.55,19.74,10.2,7.11,9.82,10.05,23.48
Romania,12.31,13.39,14.0,14.65,14.87,15.31,15.49,15.45
Congo,,,,,,,,
Cambodia,,3.22,5.49,6.03,,5.48,6.27,5.43
Greenland,12.32,13.05,13.21,,13.7,13.5,,
Chad,,,,,3.37,,,
Belgium,29.9,30.47,31.81,33.83,35.79,35.8,37.28,39.29
Zimbabwe,,3.4,13.05,9.42,,19.76,,17.44
Cuba,,15.08,,,,,,
Singapore,37.53,40.43,42.69,44.58,46.7,48.15,48.32,53.25
Maldives,,,1.41,8.53,,10.96,,
Qatar,,,19.06,19.03,19.97,19.62,27.98,28.79
Iceland,31.0,33.56,35.61,38.69,41.26,38.35,38.73,38.26
Cyprus,30.37,34.17,35.02,36.55,37.79,38.08,38.63,41.09
Serbia,16.96,17.74,19.47,20.73,21.48,21.7,22.06,22.47
Armenia,45.05,48.34,47.32,43.52,24.27,27.49,43.32,28.58
"Micronesia, Federated States of",,,24.38,,,,,
San Marino,,,,,15.76,,18.19,
"Palestine, State of",22.79,23.68,23.11,23.99,25.86,20.75,28.85,22.14
Austria,17.52,18.31,26.61,28.13,29.01,29.87,30.13,30.68
India,9.89,,,,,,,
Bahrain,19.27,,,,,,,
Ireland,32.98,36.76,38.64,38.05,41.13,41.44,43.65,45.96
Switzerland,31.02,32.32,36.28,37.24,38.98,39.66,40.41,40.12
Uganda,8.19,8.15,,7.76,,,,9.45
Uzbekistan,,51.93,55.13,62.51,63.89,69.18,,61.62
Egypt,,,,6.17,,,16.75,17.1
Luxembourg,34.06,37.85,38.7,37.18,39.67,42.46,42.31,45.6
Côte d'Ivoire,,4.42,,4.48,,5.23,,
Puerto Rico,31.13,31.21,,26.28,,,,
