Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Iceland,20.0,21.23,22.32,25.35,26.91,26.45,24.24,24.12,25.17,30.49,32.34
Equatorial Guinea,,,,,,20.28,27.41,26.54,31.7,27.8,29.47
Hungary,18.87,16.67,17.92,20.08,19.63,19.47,22.21,15.2,15.77,16.26,15.96
Colombia,,,23.91,23.36,20.71,,18.83,17.22,24.3,25.15,22.32
France,17.26,16.89,19.47,25.11,24.06,24.94,24.05,25.26,25.4,27.13,28.91
Norway,16.1,16.59,20.41,25.6,29.24,32.27,30.96,31.29,22.89,23.17,29.94
Niger,,,,,,,,,,,
Benin,,,,,,,,,,,
Sri Lanka,11.02,12.52,12.4,13.69,13.63,15.54,17.98,16.86,16.65,17.84,21.14
Belarus,11.53,16.57,9.23,10.42,6.76,6.83,6.6,3.15,2.72,3.0,2.75
Armenia,,,,,14.52,17.49,18.37,25.67,36.46,38.16,35.37
United States,50.13,51.39,55.34,56.2,50.58,55.33,48.82,52.5,53.77,51.08,55.41
Greece,20.42,17.27,17.64,20.81,19.76,19.92,18.87,17.4,18.4,18.48,17.23
Nicaragua,13.4,8.44,11.82,12.62,19.24,22.8,27.46,30.21,33.7,38.87,39.9
South Africa,51.65,49.14,52.68,52.0,50.9,50.36,51.36,48.39,47.03,48.11,48.06
Tunisia,13.44,15.27,17.64,20.29,22.71,26.4,27.57,27.27,,,
Pakistan,,,21.88,20.86,,,,,,,
Slovakia,,21.77,19.33,17.6,16.22,17.8,17.2,15.75,17.5,19.31,19.66
El Salvador,,,18.9,17.6,21.01,24.3,25.27,24.39,26.6,27.55,27.63
"Bolivia, Plurinational State of",4.58,2.93,6.35,6.85,6.69,8.31,,,,,
Zimbabwe,,,,,,,25.93,31.52,33.4,32.97,
Georgia,,19.51,17.81,20.16,19.79,20.39,32.96,36.28,33.26,32.3,33.38
Trinidad and Tobago,,,,35.63,36.56,56.41,53.29,55.31,39.47,25.69,
Lebanon,,,8.99,12.51,13.04,15.29,16.29,18.85,20.77,23.98,27.47
Lithuania,20.12,25.3,24.48,24.7,25.29,27.93,19.35,14.67,16.1,19.82,27.26
Somalia,,,,,,,,,,2.63,2.45
"Congo, The Democratic Republic of the",25.38,24.97,29.86,12.31,9.05,8.66,12.1,14.53,21.33,31.23,31.22
Palau,,,,,,,8.24,7.89,7.88,9.11,8.8
Kenya,,,,,,,,,37.43,35.72,33.87
