Country,1991-1997,1998-2004,2005-2011,2012-2017,2018-2023
Netherlands,3.15,2.52,1.51,1.19,2.07
Bahrain,,4.44,3.55,5.77,0.51
Australia,2.79,4.23,4.22,2.23,3.23
Puerto Rico,3.2,3.13,-1.73,-0.59,0.33
Afghanistan,,,,,-13.7
Georgia,,,6.88,4.25,5.36
"Bolivia, Plurinational State of",4.68,2.41,4.66,5.41,1.47
Papua New Guinea,6.73,-0.08,,,
Comoros,1.08,3.19,3.1,3.1,2.02
Nicaragua,8.24,4.29,3.58,4.52,1.86
Indonesia,,,6.04,5.21,3.78
Israel,6.69,3.0,4.4,4.59,4.82
Finland,5.3,3.48,0.76,0.83,0.48
Luxembourg,3.9,3.79,1.08,3.8,1.63
Burundi,,1.62,4.25,1.75,1.93
Gambia,,,1.52,2.99,5.02
Japan,2.14,0.67,-0.21,1.58,-0.37
South Sudan,,,,2.42,
Denmark,2.89,2.28,1.23,2.11,3.13
gbm,3.68,6.87,2.74,2.04,-1.97
Mozambique,6.0,8.71,7.28,5.95,1.05
Morocco,2.98,5.07,4.59,3.32,1.87
Albania,,7.53,4.59,2.29,2.53
Chad,3.03,2.92,8.74,2.76,1.59
