Country,1990-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Congo,,,119400000000.0,163767078467.0,238086000000.0,403693973346.0,334646700000.0,249341200000.0
Seychelles,342850000.0,307025000.0,338800000.0,485117848.32,952235948.29,1711400521.8,2013811733.28,2511422603.74
Mali,,,92003333333.33,134772055859.05,187580000000.0,239631250000.0,291370000000.0,255845435500.0
Egypt,7437000000.0,14749000000.0,8717000000.0,11289625000.0,22339650000.0,27108800000.0,31580000000.0,
Philippines,36304200000.0,82884666666.67,98390250000.0,86781500000.0,143097500000.0,262387500000.0,453553250000.0,805104750000.0
Luxembourg,170615197.36,463806556.96,635459031.82,894471321.01,1111339601.02,1340699451.36,1643740379.87,2160704688.61
Angola,,,25018116114.25,185151205031.5,430431500000.0,1203208939090.76,740602755992.98,783627841505.38
Switzerland,4278032573.28,5012731004.62,5335341691.99,5305816401.94,6387172542.05,7149698224.31,7896765559.25,8394384549.72
Saint Kitts and Nevis,23975000.0,,75731666.67,68143617.75,114776764.3,155897500.0,124170000.0,180800000.0
Gambia,121410000.0,,,,,,,
Guinea-Bissau,,,,,,,28949003991.0,27515653000.0
Gabon,,,,,,277237238883.35,200006784016.56,196812069633.01
Senegal,,,,,,,639181678164.9,772718280620.73
"Bolivia, Plurinational State of",1148960000.0,1505550000.0,2086108932.64,2989759624.33,3189479066.88,,,
Macao,,1556666666.67,1938706194.09,2361126224.9,4272693837.84,7273778147.82,9554618426.82,14380381444.33
Portugal,2556438982.05,6733546500.0,7649684750.0,9077754500.0,10433206972.89,6483367903.43,6913556153.87,7901963751.38
Trinidad and Tobago,,,1978300000.0,3911625000.0,6864800000.0,11799666666.67,11950525000.0,11660900000.0
Nicaragua,482204000.0,811065000.0,1490838752.5,1777847740.0,3344376868.57,6354812520.0,10468144319.14,12839266754.31
Peru,1246938000.0,5420600000.0,7322450000.0,8854385753.47,12961240416.64,20026189821.1,28341516156.45,34111486015.44
Papua New Guinea,366686000.0,437222500.0,940753250.0,,,2469300000.0,3014567558.77,5055915938.28
Canada,13174600000.0,13434500000.0,16031500000.0,19029000000.0,21457500000.0,23670000000.0,26834500000.0,34125000000.0
Uganda,,,,,,,3523694886398.51,6643696429267.45
Bhutan,541520000.0,1031211750.0,1858882750.0,2786845500.0,4701177750.0,7076209138.25,7255291613.15,8167481634.08
