Country,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021,2022-2023
Cabo Verde,4.17,4.5,3.75,3.5,3.5,2.75,2.5,2.5,3.0
Fiji,,,,,,,,3.5,3.5
Niger,3.5,3.75,4.0,4.0,4.0,4.0,4.0,4.0,3.75
Senegal,4.0,4.0,4.0,4.5,4.5,4.5,4.25,4.0,4.0
Mozambique,4.5,4.5,4.5,4.25,3.75,2.5,2.25,2.5,3.0
Zambia,3.33,3.5,3.5,3.5,3.75,3.25,3.0,2.5,2.5
Mongolia,3.0,3.0,3.75,3.75,3.0,2.5,3.0,,
Angola,2.33,3.0,3.0,3.0,,,,,
Burkina Faso,4.17,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Côte d'Ivoire,1.33,2.25,2.0,2.75,3.5,3.5,3.5,4.0,4.0
Guinea,2.5,2.25,2.25,3.0,3.0,3.0,3.0,3.0,3.5
Saint Lucia,4.0,3.5,3.25,2.75,2.5,2.5,2.5,3.0,3.0
Kyrgyzstan,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.25
Sudan,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Viet Nam,4.0,4.0,4.0,4.0,3.75,,,,
Vanuatu,4.0,4.25,4.5,4.5,4.25,4.0,4.0,4.0,3.75
Dominica,3.0,3.0,3.25,3.5,3.25,3.0,3.0,3.0,3.0
Honduras,4.0,4.0,4.0,3.75,3.5,4.0,4.0,4.0,4.0
Yemen,4.33,3.75,3.0,3.0,3.0,2.0,1.75,1.5,1.5
Azerbaijan,4.67,5.0,4.5,,,,,,
Sri Lanka,3.5,3.5,3.5,3.5,3.5,,3.0,,2.0
Benin,3.5,3.5,3.5,4.0,4.0,4.0,4.25,4.5,4.5
Nigeria,4.0,4.5,4.25,4.25,4.5,4.25,4.0,4.0,4.0
Georgia,4.5,5.0,5.0,5.0,,,,,
Togo,1.5,2.25,3.0,2.5,2.25,2.25,3.0,3.5,3.5
Grenada,2.83,3.0,3.0,2.25,2.25,3.0,3.0,3.25,3.5
Uzbekistan,4.0,4.0,4.0,4.0,4.0,4.5,4.5,4.5,4.5
