Country,2005-2007,2008-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2020,2021-2022
Finland,44.05,39.83,40.18,39.25,39.11,41.67,41.84,44.65
Sweden,40.15,39.47,39.81,41.06,42.74,43.47,41.01,42.72
gbm,,,,,52.64,,,
Slovakia,29.32,27.07,24.47,26.33,30.17,33.21,30.06,26.06
Fiji,46.26,,44.08,40.56,45.45,,,
Paraguay,66.9,66.47,63.41,63.53,61.98,62.4,60.89,59.48
Bhutan,,38.5,29.53,23.1,25.7,23.29,22.21,22.51
El Salvador,,57.38,57.92,56.0,55.31,55.79,55.45,57.52
Sierra Leone,,,,19.85,,28.9,,
New Caledonia,,,,29.77,,24.68,23.35,26.51
Puerto Rico,,20.0,21.0,,,,,
Greece,29.24,26.48,17.64,15.09,14.83,15.85,15.86,17.3
Tuvalu,,,,,47.54,23.04,,28.18
Luxembourg,26.76,26.96,23.41,23.85,26.0,27.76,28.2,27.98
Belize,,,52.97,53.67,53.3,53.56,55.78,53.68
Slovenia,40.16,39.91,33.04,29.57,31.56,38.73,32.92,33.68
Lebanon,32.6,,,,,,37.84,
