Country,1977-1984,1985-1990,1991-1996,1997-2002,2003-2007,2008-2012,2013-2017,2018-2022
Cambodia,,,851999.99,3971666.61,2793999.98,3978789.57,3087986.23,2337918.38
Lebanon,150000.0,,436666.66,511666.68,455999.99,688182.01,766250.99,1126390.68
Guinea,320000.0,568333.34,1158333.34,721666.67,1459999.99,2705566.98,3030855.56,3407065.92
Sierra Leone,455000.0,421666.66,401666.66,479999.99,1678000.0,2646845.58,2203903.96,2351601.48
Kiribati,91666.67,38333.33,81666.67,51666.67,,,,
Senegal,678333.34,746666.67,1953333.32,1870000.0,2401999.95,2224196.41,2218539.67,2615284.09
Northern Mariana Islands,107500.0,195000.0,86666.67,10000.0,,,,
Fiji,453333.33,325000.0,318333.33,108333.33,1530000.0,455956.01,1035.0,
Liberia,448333.33,405000.0,91666.67,625000.0,1622000.01,2734992.41,1961351.3,2137175.11
Sri Lanka,1221666.68,791666.67,1021666.68,1125000.01,959999.99,2474994.21,1224787.52,1450239.93
South Africa,,,633333.34,1043333.35,638000.0,1613156.01,1576790.29,1727944.21
Cuba,1061666.68,580000.01,1041666.67,623333.33,652000.0,756542.79,629175.23,711597.26
Malta,10000.0,,,,,,,
Guyana,40000.0,70000.0,95000.0,125000.0,30000.0,,,
"Moldova, Republic of",,,136666.67,126666.67,292000.0,484688.79,443760.7,1210405.42
Mali,413333.34,660000.0,1176666.67,1718333.31,1856000.02,2629266.83,2706824.45,3688195.04
Suriname,86000.0,54000.0,51666.67,146666.66,190000.0,,,
Belize,47500.0,25000.0,43333.33,44000.0,60000.0,872.0,,
Cyprus,100000.0,44000.0,20000.0,20000.0,,,,
Seychelles,66000.0,75000.0,151666.67,76666.67,38000.0,57738.4,57591.0,
Benin,361666.66,730000.0,838333.34,2193333.33,1910000.01,2250071.76,1789055.59,2308950.14
Tunisia,961666.67,784999.99,1468333.31,676666.67,419999.99,655694.8,478447.67,627048.27
