Country,1969-1974,1975-1980,1981-1986,1987-1992,1993-1998,1999-2004,2005-2010,2011-2016,2017-2022
Costa Rica,133333.33,226666.67,535000.0,1291666.65,2238333.36,1031666.67,913333.33,168333.33,183333.33
Dominica,,759999.99,153333.33,40000.0,45000.0,33333.33,,50000.0,185000.0
Tonga,,,10000.0,,,,,,50000.0
Romania,,,,2766666.64,5746666.71,8963333.37,,,
Nicaragua,22000.0,486666.66,2221666.68,8113333.38,9640000.18,9876666.7,15049999.87,21869999.89,17163333.42
Mexico,35000.0,12500.0,542000.0,530000.0,240000.0,303333.33,700000.01,576666.66,1770000.0
Lao People's Democratic Republic,215000.01,122500.0,86666.67,1904000.02,4148333.36,2048333.35,8095000.15,22318333.31,20341666.7
Türkiye,579999.99,-43333.33,1976666.7,1303333.35,4141666.69,3503333.35,953333.33,1701666.64,2993333.34
Chad,256666.66,963333.33,1898333.35,6620000.04,7569999.93,8628333.25,13931666.69,22353333.16,29063333.19
Bahamas,,10000.0,,,,,,,
Mozambique,75000.0,703333.33,2760000.01,18320000.09,23868333.18,22701666.51,24773333.55,34489999.45,30455000.24
Guinea,21666.67,40000.0,1153333.35,1274999.97,1468333.38,713333.33,1701666.67,2833333.33,1270000.01
Turkmenistan,,,,,,394999.99,122500.0,496666.69,
French Polynesia,10000.0,,90000.0,10000.0,,,,,
"Korea, Republic of",28333.33,44000.0,22000.0,35000.0,957500.0,58333.33,,,
Argentina,30000.0,192500.0,88333.33,161666.67,250000.0,213333.33,341666.66,306666.67,524999.99
Benin,311666.66,650000.0,2654999.97,6764999.99,9203333.54,6636666.62,11041666.67,19491666.48,27228333.47
Afghanistan,40000.0,423333.34,20000.0,3054000.04,2243333.36,10411666.59,18070000.17,29906667.39,37586667.38
Papua New Guinea,21666.67,10000.0,88000.0,273333.34,225000.0,155000.0,77500.0,0.0,55000.0
