Country,2004-2006,2007-2009,2010-2012,2013-2015,2016-2017,2018-2019
France,23.97,26.33,26.97,26.37,25.85,25.75
Tuvalu,,,30.8,,,
Romania,29.0,26.53,25.13,24.9,24.3,24.7
Chile,37.9,38.2,37.3,36.75,36.3,
Kyrgyzstan,27.6,25.47,23.73,23.83,23.1,24.7
Guyana,,,,,,
Cyprus,25.07,25.97,26.8,29.07,26.15,26.35
Vanuatu,,,29.1,,,24.7
Tajikistan,26.6,24.6,,26.4,,
Turkmenistan,,,,,,
Japan,,26.1,25.7,26.4,,
Samoa,,34.1,,31.3,,
Hungary,25.03,21.97,23.4,24.07,23.85,23.25
Netherlands,23.93,23.4,22.5,23.03,23.1,23.45
Haiti,,,31.2,,,
Mongolia,,27.8,26.17,25.5,25.6,25.7
Lesotho,,,,,32.9,
