Country,1980-1987,1988-1995,1996-2002,2003-2009,2010-2016,2017-2023
Namibia,1034807421.36,1763039203.08,2220776283.73,4040673640.26,6696014653.32,7108745833.76
Malawi,672142473.13,846034341.71,1542956654.43,3069647037.91,4832240442.49,6232351575.57
Liberia,,,171078933.33,362478857.14,1226798842.86,1442102571.43
Dominica,60582407.41,133219444.44,199605291.01,244667195.77,304630687.83,326951851.85
France,391460215910.6,816730897176.1,971934422631.86,1655477137020.66,1886816747487.75,1960422823448.8
Marshall Islands,,,84597610.72,108959249.62,127843541.45,163869201.15
Mauritius,604675739.01,1450993283.78,2438070252.37,4601681622.72,7648442908.96,8857519585.2
China,64605925585.03,150923430959.74,440739457903.37,1336494153759.53,4422065777536.35,8345654159574.34
Sudan,4540133777.14,8726988550.79,4001209959.27,7881039337.77,20792606765.38,10680686560.7
Singapore,10647337920.81,32022102776.81,57895251964.0,99652252777.73,205697117108.56,292593942819.58
Iceland,,3651855091.15,4667490768.82,9801668180.44,10469131450.91,16981398011.35
kos,,,,2338977275.29,2948285841.26,3948132275.5
Tajikistan,,518810042.48,369733434.11,1374112186.32,3134462315.04,3061000316.18
Netherlands,105663449611.09,214677333402.82,286439603885.76,506936421598.8,584593466677.61,668068674949.22
Turks and Caicos Islands,,,288340750.0,489445914.29,655279571.43,
Timor-Leste,,,248468400.0,338825271.43,855044028.57,1103929066.67
Aruba,,1070223463.69,1370890263.37,1836346368.72,2167105506.78,2571520297.95
Puerto Rico,10691162500.0,19049600000.0,31183971428.57,44444144085.71,49631728571.43,52738038930.56
Saudi Arabia,53849395977.63,55966355140.19,74363225125.56,129317222848.8,284116914285.71,412087885714.29
Antigua and Barbuda,160651851.85,386265740.74,623534391.53,922522222.22,998729100.53,1156684656.08
San Marino,,,,,857142106.46,945637509.34
Hungary,,24003501523.66,27531776294.73,67689268045.57,73892127972.22,96952336130.91
Côte d'Ivoire,4407021674.47,4808170934.57,6348773466.35,10394925617.14,18015370213.4,35699009855.72
Bulgaria,5265496554.4,6422500626.44,7561058818.6,20264310568.91,31607950999.16,46669802450.18
