Country,1960-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Uruguay,358910.88,379286.57,389502.71,391880.57,389715.86,391693.0,379451.71,356661.0,330591.86
Trinidad and Tobago,193868.5,200424.57,193013.29,205327.57,207605.86,175339.29,148145.29,145542.86,144896.29
Ethiopia,5082212.88,6389482.57,7695516.0,9166843.14,11925567.71,15174144.29,18175173.14,20732351.14,23176480.0
Belgium,1091242.5,1106221.71,1010098.43,907703.29,886103.29,882875.29,882525.57,923853.57,944508.0
nld_curacao,26542.75,27714.43,24163.86,21554.71,20061.29,17975.57,16027.71,16042.86,13598.0
Bosnia and Herzegovina,662482.0,651145.57,591100.29,552947.29,497876.57,410328.14,324497.43,274191.0,241726.86
United States,28493608.88,28078129.57,25531932.29,25095949.29,27173661.43,29211562.57,29826637.29,30172916.14,29739253.29
Guyana,147673.5,167085.71,166047.14,149364.43,135135.86,136304.14,129937.0,113559.71,113159.86
Cuba,1409724.62,1661496.86,1608220.71,1289892.71,1162821.71,1146597.71,1036082.29,941025.29,867700.71
Puerto Rico,503032.25,503360.0,503023.14,490958.86,467333.71,448671.29,398581.29,312068.14,223079.86
South Sudan,642157.38,744684.0,884570.29,1054521.14,1140592.57,1405461.57,1814760.43,2276743.0,2383202.57
Belarus,1297289.5,1242343.29,1112481.43,1134556.14,1144446.43,949817.43,722976.86,728287.86,766250.57
Bulgaria,992600.5,968984.0,983196.29,951288.0,821979.57,650026.29,514629.43,496113.43,465409.43
Türkiye,6217989.25,7491185.29,8364932.86,9123976.57,9548112.86,9709793.71,9599529.0,9428353.57,9572741.29
Fiji,103954.88,117944.43,122792.14,139088.43,147693.29,141032.71,137323.29,135891.57,132088.0
Nauru,973.38,1246.86,1204.0,1339.71,2002.0,1980.57,1844.0,1957.71,2295.71
Afghanistan,1937686.88,2397055.86,2783464.86,2364074.86,3021160.43,4590377.57,6078509.71,7203545.29,8334008.57
Mozambique,1526681.88,1885406.71,2377885.57,2815231.71,3104587.14,3843112.14,4679772.0,5713788.71,6818775.71
Mongolia,223826.5,301904.57,356022.14,405452.0,449154.57,433139.57,375988.29,401936.71,508923.29
Philippines,7422391.38,8709345.0,9726563.86,11174155.29,12581525.0,14060219.86,15370516.14,16066680.29,16727483.71
Marshall Islands,4106.62,5718.71,7396.0,9749.86,11634.29,11793.71,10505.43,9467.43,7196.86
Denmark,554217.38,562067.43,538821.43,462331.14,432424.86,472582.29,492452.86,476294.86,463305.0
Burundi,674848.62,793243.43,921781.57,1146337.0,1379885.29,1506778.14,1749845.71,2314463.71,2826710.43
Gambia,90573.62,114901.57,146720.43,192408.71,254398.57,318647.71,389249.0,479170.0,558167.71
"Tanzania, United Republic of",2537722.75,3247402.86,4190787.43,5295110.57,6358256.29,7499893.0,9073232.43,11072739.43,13407810.57
Luxembourg,35119.5,36643.43,34498.43,31136.14,34150.29,39422.86,42243.14,44796.57,49083.57
Papua New Guinea,451851.62,550144.86,632042.71,699839.0,825130.14,1026469.57,1242494.14,1460337.57,1631397.0
Australia,1607455.38,1788973.71,1830460.57,1814818.71,1854181.57,1916818.0,1964710.14,2129648.86,2297043.0
Cabo Verde,52652.5,65713.86,72358.14,78454.29,88274.0,94818.57,88447.0,80389.43,77515.14
Maldives,20371.25,28100.86,34678.86,42331.43,53691.0,55229.43,46730.43,45771.14,53184.43
