Country,1975-1982,1983-1990,1991-1998,1999-2006,2007-2014,2015-2021
Cambodia,10.31,19.33,46.09,53.38,52.48,45.71
Lebanon,51.21,51.06,52.8,53.61,61.0,60.12
Poland,43.06,52.24,83.86,82.82,83.05,69.48
Barbados,79.78,80.89,81.3,82.45,82.33,82.25
United Kingdom,74.28,73.65,75.13,83.25,82.85,81.58
Denmark,97.47,98.41,98.43,97.89,96.05,92.7
Bulgaria,27.93,34.65,73.5,74.86,73.93,69.43
Uzbekistan,,,37.7,28.47,27.51,37.89
Uganda,35.2,49.23,55.67,54.1,50.46,47.23
Qatar,36.96,37.78,39.21,41.85,42.02,41.21
Colombia,53.03,59.69,61.53,59.85,64.91,64.81
Slovakia,,,71.03,82.87,82.53,78.66
Zambia,48.2,47.89,64.5,65.48,64.63,58.47
Guinea-Bissau,39.89,40.3,52.21,55.85,57.9,63.25
Malaysia,47.6,48.83,48.16,48.15,49.15,53.16
Nepal,41.34,45.88,64.59,53.46,68.16,64.28
Pakistan,43.93,46.61,54.42,54.74,52.65,48.74
Mauritania,46.02,39.99,52.78,56.35,61.86,53.99
Viet Nam,28.11,32.34,41.76,42.68,43.53,42.76
"Taiwan, Province of China",39.64,51.29,64.48,79.36,82.06,83.43
Austria,91.49,88.9,87.96,87.77,91.09,86.86
New Zealand,86.58,92.08,91.98,91.9,90.88,90.64
Jamaica,69.96,74.42,77.39,77.28,78.96,82.96
Central African Republic,38.72,44.72,52.91,53.25,51.2,52.85
Gambia,62.98,64.88,52.93,47.3,45.25,63.01
Israel,69.77,67.97,68.13,67.83,65.03,65.8
Algeria,41.35,43.77,50.29,49.12,49.24,49.18
