Country,1960-1969,1970-1978,1979-1987,1988-1996,1997-2004,2005-2012,2013-2020
Bangladesh,,29.9,28.09,11.56,4.87,6.37,7.81
Myanmar,31.16,20.88,14.86,15.9,12.54,17.66,7.7
Solomon Islands,,,3.24,1.25,2.66,1.07,3.86
"Iran, Islamic Republic of",17.43,,15.39,14.43,24.24,47.76,71.91
Nicaragua,0.77,3.08,6.27,1.01,0.18,1.48,1.65
Poland,,7.17,12.62,13.44,12.59,14.52,13.14
Russian Federation,,,,11.63,11.0,11.27,19.42
South Africa,1.53,2.25,2.3,5.56,8.31,16.64,20.47
Estonia,,,,24.65,13.01,18.33,14.92
Thailand,7.96,6.66,9.39,5.57,5.91,10.62,11.01
Mauritius,1.88,6.55,2.14,3.51,8.59,15.62,27.65
Italy,16.12,15.87,16.08,12.04,14.18,19.42,19.31
Montenegro,,,,,,1.05,5.16
Aruba,,,,22.0,21.36,25.76,30.13
Egypt,16.33,11.25,3.71,6.65,13.35,20.33,21.66
Pakistan,19.92,18.77,20.17,11.34,13.24,21.09,24.43
Cuba,,,26.14,36.69,29.23,12.74,24.63
Bahrain,,12.78,15.94,13.49,18.79,23.31,22.72
Nauru,,,,,52.43,49.22,53.69
Germany,14.16,13.4,12.22,10.55,12.18,17.46,19.28
Dominica,,,0.0,0.01,3.44,11.75,6.34
Gibraltar,,,,,9.93,14.2,13.64
Croatia,,,,17.45,23.96,29.0,26.69
Mauritania,0.21,0.04,4.83,1.21,6.67,28.74,45.4
Brunei Darussalam,74.48,23.64,9.74,13.73,19.02,26.78,32.68
