Country,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
"Palestine, State of",26.67,30.85,31.78,37.85,42.01,50.07,49.63,46.94,45.76,48.46,45.11
Yemen,,,33.23,,31.92,,,,,,
"Micronesia, Federated States of",,,,,9.01,,,,,,
Afghanistan,,,,,9.96,30.49,,,27.74,20.21,
Uganda,,,10.62,14.63,7.41,5.4,,6.79,,12.88,
Pakistan,2.21,2.74,4.02,11.41,28.39,3.63,13.35,28.37,,33.86,
Lebanon,11.39,,,,,,,16.53,,,
Iceland,1.22,2.46,3.42,3.2,3.87,1.72,1.7,2.27,3.4,4.15,2.46
Tajikistan,1.89,6.13,,,,,,,,,
Uruguay,3.35,3.22,1.92,2.12,2.18,2.49,3.06,3.02,,,1.57
Bosnia and Herzegovina,11.3,13.02,17.16,21.13,23.98,24.54,17.09,16.19,14.73,15.45,13.79
Saudi Arabia,,,,,,30.84,29.5,29.6,30.77,24.2,20.71
Mauritania,,,,38.52,,25.6,,26.21,,,
Nigeria,,,,,,18.96,,21.42,,,9.52
Israel,4.5,4.64,4.48,4.0,3.73,2.8,2.39,2.64,2.78,3.51,2.5
New Caledonia,,,,,,,,,,,4.3
Bulgaria,3.31,2.76,4.61,5.89,4.3,3.16,2.08,2.06,1.88,1.99,1.16
Malta,,2.93,2.06,2.47,2.75,2.16,2.09,2.92,2.94,2.64,1.84
Malaysia,,3.9,3.74,,4.04,4.46,4.55,4.24,4.6,4.9,3.83
Jordan,,,,,,33.91,32.16,32.84,34.94,35.1,35.72
Timor-Leste,,,,,,9.22,,,,2.5,2.87
Netherlands,3.24,3.23,3.36,3.86,4.34,3.21,2.48,2.42,2.5,2.86,2.72
Lithuania,2.4,3.75,6.06,5.25,4.12,2.79,2.69,2.61,3.96,3.78,3.34
