Country,1980-1983,1984-1987,1988-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2010,2011-2013,2014-2016,2017-2019
Italy,0.97,1.55,1.89,1.68,1.6,1.33,1.07,1.21,1.37,1.35,1.29
Chad,0.0,0.0,0.0,0.0,0.0,13.89,17.84,17.7,16.01,14.51,13.22
Yemen,0.0,6.97,23.85,19.54,15.84,19.67,19.05,17.49,16.73,15.45,14.36
Uzbekistan,,,1.71,1.62,3.4,3.21,3.04,2.89,2.75,2.62,2.5
Brunei Darussalam,968.01,896.51,619.06,560.97,482.76,451.73,418.04,388.14,376.05,361.73,349.84
Oman,333.12,360.08,328.44,325.17,331.27,338.56,298.49,261.26,208.48,169.23,152.04
Trinidad and Tobago,71.07,68.6,67.45,63.41,80.86,102.36,85.98,85.69,84.18,59.88,23.85
Libya,868.41,766.31,710.15,694.09,780.54,913.97,966.87,1021.82,1047.95,1026.93,987.84
"Iran, Islamic Republic of",188.71,212.78,228.49,211.96,199.64,235.5,265.81,265.36,282.65,274.04,259.51
Norway,137.94,196.51,273.75,313.55,356.36,327.67,264.79,201.37,194.29,193.63,213.65
Thailand,0.05,0.24,0.49,0.54,0.71,1.22,0.99,0.91,0.91,0.76,0.59
Turkmenistan,,,19.65,18.36,17.0,16.24,16.33,16.34,15.53,14.71,13.99
Australia,23.27,23.29,25.69,27.14,32.01,32.23,24.38,25.39,23.34,13.63,13.1
China,1.83,2.14,1.9,1.79,1.78,1.61,1.98,2.21,2.39,2.47,2.49
Iraq,441.63,652.48,792.29,708.95,704.41,635.46,578.06,540.47,609.54,555.92,517.54
Argentina,10.78,10.16,8.13,8.85,10.5,10.33,8.6,8.49,7.85,7.32,6.96
Qatar,1809.46,1612.68,1101.99,908.17,2654.64,4723.81,3995.27,2165.52,1543.78,1354.99,1239.13
