Country,1960-1971,1972-1983,1984-1994,1995-2005,2006-2016
Egypt,86.97,80.52,70.18,60.32,49.04
China,8.11,17.81,15.1,17.16,12.95
Belgium,38.77,48.96,45.53,46.61,50.92
Kiribati,100.0,100.0,103.99,94.29,97.86
Libya,61.25,50.67,65.59,78.48,64.31
Tajikistan,,,31.71,34.35,54.69
El Salvador,94.62,90.58,90.26,90.99,87.77
Antigua and Barbuda,100.0,100.0,105.71,101.22,96.79
Italy,68.85,72.05,63.56,57.32,45.03
Hungary,20.84,32.91,33.91,30.48,34.45
Belize,100.0,100.0,93.23,85.35,84.9
Marshall Islands,,,94.56,93.2,93.78
Singapore,94.24,97.07,116.86,94.31,67.07
Cabo Verde,83.8,98.13,99.49,98.43,100.52
Liberia,99.02,96.33,96.19,95.05,90.83
Gabon,89.79,50.47,30.19,24.48,40.73
Guinea,100.0,100.0,100.31,99.99,98.3
Mozambique,34.04,59.19,75.92,85.3,84.02
Serbia,,,,,20.98
Haiti,91.7,82.83,82.03,97.68,93.08
Tonga,100.0,100.0,98.62,95.05,94.71
Greenland,70.07,97.8,99.89,,
Yemen,100.0,95.04,88.02,99.51,84.79
South Africa,12.79,17.34,14.08,11.41,14.03
Trinidad and Tobago,35.56,35.78,22.31,23.61,23.35
North Macedonia,,,29.39,29.58,32.18
Paraguay,97.2,94.04,95.23,96.03,94.8
