Country,1970-1975,1976-1980,1981-1985,1986-1990,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015
Brazil,3.58,4.18,4.78,5.44,6.16,6.9,7.67,8.46,9.27
Lebanon,4.63,5.35,6.07,6.84,7.67,8.52,9.37,10.22,11.06
Indonesia,3.13,3.7,4.3,4.99,5.78,6.62,7.48,8.35,9.22
Singapore,5.6,6.46,7.33,8.31,9.41,10.59,11.67,12.64,13.5
Tonga,6.34,7.14,7.87,8.58,9.24,9.85,10.48,11.17,11.89
Bhutan,0.87,1.03,1.22,1.43,1.67,1.95,2.27,2.64,3.05
Germany,7.36,8.29,9.17,10.05,10.92,11.73,12.5,13.25,13.96
Armenia,6.77,7.61,8.39,9.15,9.88,10.58,11.29,12.04,12.8
Viet Nam,3.87,4.48,5.07,5.7,6.36,7.04,7.76,8.52,9.32
Mauritius,3.52,4.21,4.94,5.76,6.66,7.53,8.37,9.21,10.04
Finland,8.58,9.5,10.35,11.18,11.98,12.74,13.46,14.15,14.8
Gabon,4.66,5.36,6.04,6.72,7.38,7.96,8.55,9.19,9.88
Mongolia,5.59,6.36,7.09,7.85,8.61,9.38,10.15,10.94,11.74
Nigeria,2.04,2.43,2.85,3.34,3.89,4.49,5.13,5.79,6.48
Portugal,4.84,5.55,6.26,7.01,7.8,8.64,9.49,10.35,11.21
New Zealand,8.62,9.55,10.4,11.23,12.01,12.73,13.44,14.13,14.79
Spain,6.21,7.08,7.93,8.82,9.76,10.68,11.56,12.4,13.19
Norway,8.79,9.73,10.59,11.44,12.28,13.08,13.83,14.53,15.18
Kazakhstan,7.46,8.36,9.18,10.0,10.78,11.52,12.25,12.96,13.66
Mali,0.36,0.44,0.53,0.63,0.76,0.9,1.06,1.25,1.46
