Country,1996-1998,1999-2001,2002-2004,2005-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Kenya,,20.68,17.12,11.9,11.64,11.58,11.46,11.52,11.54,11.94,12.38
Dominica,13.35,12.77,8.3,8.16,,8.48,8.44,7.92,7.92,,7.91
Zimbabwe,29.86,22.1,15.62,16.72,,14.24,14.36,15.34,12.01,,16.72
Cyprus,5.51,4.62,4.52,4.18,4.03,4.22,4.2,4.19,4.14,4.11,4.03
Egypt,22.31,22.19,34.8,12.34,10.16,9.99,9.99,10.04,12.1,12.68,
Nepal,18.12,13.48,13.99,13.05,13.2,12.2,12.12,12.23,11.97,12.84,12.22
Lao People's Democratic Republic,,8.07,8.11,8.18,8.18,,,8.17,7.91,7.88,7.86
Denmark,5.51,4.62,4.52,4.18,4.03,4.22,4.2,4.19,4.14,4.11,4.03
Sao Tome and Principe,,,,,,,10.04,10.02,10.0,9.87,
Grenada,20.4,14.36,9.23,8.99,8.99,8.88,8.88,8.84,8.84,8.84,
Morocco,18.96,28.07,27.54,21.84,16.56,12.24,9.13,9.09,9.05,9.03,10.75
Fiji,,,8.88,9.86,11.96,12.7,12.44,9.92,11.67,11.72,9.14
Germany,5.51,4.62,4.52,4.18,4.03,4.22,4.2,4.19,4.14,4.11,4.03
South Africa,13.6,9.36,8.14,8.43,8.24,8.13,8.1,8.11,8.3,9.23,8.43
Burkina Faso,,12.04,12.01,11.98,11.9,11.88,11.87,11.82,11.78,11.79,11.79
Kazakhstan,9.28,,2.71,,4.79,8.18,8.25,7.47,6.06,6.52,5.54
Estonia,5.51,4.62,4.52,4.18,4.03,4.22,4.2,4.19,4.14,4.11,4.03
United Kingdom,,4.57,4.52,4.18,4.03,4.22,4.2,4.19,4.14,4.11,3.4
Antigua and Barbuda,20.65,12.17,8.92,8.97,8.98,8.98,9.0,8.86,8.86,8.86,8.86
Suriname,20.07,14.56,,8.94,8.79,8.84,8.81,,,8.79,8.79
Ghana,,13.22,12.52,12.47,12.46,12.35,12.34,,11.67,11.61,11.79
Greece,5.51,4.62,4.52,4.18,4.03,4.22,4.2,4.19,4.14,4.11,4.03
Barbados,23.17,16.32,10.67,10.95,,9.48,9.39,,,,8.44
Montenegro,,,,3.97,3.97,3.98,3.5,2.98,2.92,2.88,2.88
Lebanon,,9.74,4.6,4.67,,,,4.69,4.7,4.64,4.74
