Country,1970-1977,1978-1985,1986-1992,1993-1999,2000-2006,2007-2013,2014-2020
Macao,,0.0,0.0,0.21,0.24,0.21,0.26
Brunei Darussalam,,0.0,0.01,0.04,0.03,0.06,1.38
Greenland,,0.13,0.12,0.23,0.16,0.22,1.3
Haiti,0.33,0.04,0.06,0.3,1.21,0.99,2.74
North Macedonia,,,,21.86,25.21,31.18,22.28
Türkiye,0.56,1.07,0.94,8.73,13.68,17.92,13.89
Argentina,0.02,0.11,0.16,0.8,0.94,1.74,1.33
Eritrea,,,,,5.38,6.29,8.84
Chile,0.12,,0.04,0.33,0.5,0.77,0.63
Dominica,,,0.0,0.03,0.58,0.15,0.45
"Tanzania, United Republic of",0.06,0.31,0.23,0.35,1.2,2.61,2.68
Mexico,0.03,0.01,0.03,0.06,0.38,0.49,0.63
Qatar,0.08,0.12,0.47,0.44,0.98,2.19,3.84
Tuvalu,,,,,0.74,0.93,0.01
Cyprus,0.96,0.43,1.09,4.63,5.07,3.39,4.09
