Country,1967-1975,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2023
Canada,323777777.78,4359500000.0,5069125000.0,17432875000.0,52625250000.0,-22041875000.0,-28578750000.0
Lithuania,,,,-1132655200.0,-1562713000.0,-582660625.0,1658446250.0
United Kingdom,-927286666.67,3709223625.0,-5408319750.0,-315799750.0,-25764750000.0,-23964625000.0,-27188750000.0
Paraguay,-2456557206.0,-30606198582.12,443705813650.0,937814791162.5,5564607735450.0,4218705720250.0,4408164172991.12
Pakistan,-2426333333.33,-23037500000.0,-40018625000.0,-62346250000.0,-315868750000.0,-1515993375000.0,-4635064812500.0
Costa Rica,-728833333.33,-1725587500.0,-14015737800.0,-101098556237.5,-208658460850.0,-652719673125.0,775492343762.5
Uruguay,-38600.0,-1694000.0,224659500.0,-2919031250.0,511809975.0,-16100114262.5,120310457581.11
Congo,-19666667777.78,-33075073750.0,69183569600.0,85738529150.0,569699490900.0,415339250000.0,1034731750000.0
Bahamas,,108700000.0,34512857.14,-224210000.0,-337600000.0,-816837500.0,-722475000.0
Côte d'Ivoire,25344439633.33,-31662497812.5,207750004737.5,244790338362.5,282515984662.5,338772185575.0,-312656193862.5
Thailand,-5440111111.11,-32272250000.0,-54763750000.0,48749375000.0,343514125000.0,561523375000.0,960149500000.0
Barbados,-81456000.0,-96409000.0,52637500.0,43825000.0,-383662500.0,-769006975.0,-431287085.71
Malaysia,382888888.89,51500000.0,4300250000.0,16715125000.0,94584375000.0,121481125500.0,101411750196.51
El Salvador,-40417777.78,-111653075.0,-377162732.21,-1211170387.5,-2628051812.5,-4181676250.0,-5318175000.0
Austria,-231885333.33,-1590564375.0,-492635375.0,-1433006125.0,7338577500.0,10440482500.0,10493385000.0
"Korea, Republic of",-382355555555.56,-1974825000000.0,2303700000000.0,7828975000000.0,14157150000000.0,50272687500000.0,60988550000000.0
Georgia,,,-480.0,-617298050.0,-1979458450.0,-4640313312.5,-6471867600.0
Samoa,,,,,-241695900.0,-412405850.0,-545332650.0
Peru,-14.47,-62.03,-62131598.87,-5142977137.5,8463250000.0,5869875000.0,13814750000.0
Madagascar,-3163426922.22,-12469371665.64,-26128572940.25,-130330238300.0,-783474244262.5,-2648654742500.0,-3380522169262.5
Jordan,,-563737500.0,-631750000.0,-1096784162.5,-2543037500.0,-5470125000.0,-5534333333.33
Gabon,9833333333.33,155262500000.0,72670737462.5,466077060750.0,1314266375000.0,1994640368500.0,3329555376012.5
Tunisia,17944444.44,-260287500.0,-423287500.0,-656362500.0,-948362500.0,-5520256812.5,-12881475000.0
Djibouti,,,,,,12829142433.33,26777053662.5
Ecuador,-61470444.44,-215894375.0,-134738250.0,-425231625.0,1081546625.0,1032620375.0,319254375.0
Albania,,-220699975.0,-815992487.5,-66290752025.0,-177183026250.0,-265876245000.0,-221033421425.0
Russian Federation,,,3500000.0,153283475000.0,2075537500000.0,4442112500000.0,9194525000000.0
American Samoa,,,,,-99666666.67,-176250000.0,-257714285.71
United States,3411333333.33,-21228500000.0,-99498125000.0,-112846250000.0,-576993625000.0,-541904750000.0,-667704428571.43
Faroe Islands,-44533333.33,-296037500.0,-349812500.0,271087500.0,-1044362500.0,-647512500.0,301500000.0
