Country,1970-1980,1981-1991,1992-2002,2003-2012,2013-2022
El Salvador,5572909.09,4379545.45,17392727.27,61194600.0,-9914900.0
Trinidad and Tobago,3217181.82,-3215181.82,5051000.0,-7361200.0,-2550250.0
Barbados,78636.36,1392090.91,-2051636.36,1227700.0,2406500.0
Oman,1236363.64,1546557.03,-4894081.87,0.0,
Azerbaijan,,,,101054625.0,50639400.0
Botswana,5552555.56,3867272.73,-13017363.64,8947600.0,42602600.0
Chile,6435090.91,125165545.45,-127149727.27,-44509100.0,21736750.0
Belize,,1613888.89,2613545.45,-3320300.0,2486600.0
Russian Federation,,,619591272.73,-523050400.0,-160443100.0
Greece,7863636.27,-13263968.63,-2970314.55,0.0,
Romania,134243500.0,-134855300.0,204119454.55,125816100.0,251508750.0
Mauritius,2619272.73,6508272.73,-6708454.55,17862600.0,-12295700.0
Seychelles,0.0,391545.45,-246090.91,2198200.0,7905500.0
Egypt,35724909.09,41301727.27,-71866090.91,251184200.0,905088800.0
Angola,,,,,355617375.0
