Country,1969-1975,1976-1982,1983-1989,1990-1996,1997-2003,2004-2010,2011-2017,2018-2023
Uzbekistan,,,,10319719015.22,10271620483.54,17623562464.73,56817648271.54,52626216961.48
Syrian Arab Republic,3186834574.57,10077163189.78,12378671123.3,10613949164.16,13829538554.35,33577218361.72,30195079896.19,18394922466.14
"Moldova, Republic of",,,,1526054257.99,1624390549.77,5067168161.18,9235162687.69,13351552194.17
Canada,92356273757.0,192799790320.44,322120627680.83,477430410606.62,550849853667.86,1027862274637.72,1331122787198.38,1467434711965.3
"Bolivia, Plurinational State of",1179898351.65,3570048238.94,4284609553.0,5377798967.61,7345547871.0,10810272266.96,25049694379.97,35794415796.47
Dominican Republic,1850430824.86,5113985864.67,6110223009.28,11015464399.22,18592997387.08,34067075602.41,56003739026.12,75949499917.93
Lesotho,148451463.35,475553025.6,,,,2480226613.48,2921612174.25,2865460507.23
Russian Federation,,,364198142960.63,292403691144.94,220254011929.48,789107136138.44,1292111948297.77,1246907647629.6
Finland,12779883649.55,30845839991.23,56140650320.49,89762131913.09,95449431144.57,171887999768.23,201496232444.14,214990732411.38
Guinea,,,1846789257.31,2677167471.65,2761324912.06,5086439529.25,8351236862.34,13939375260.06
Latvia,,,,5266663333.21,7099028174.48,19311500043.22,22889786137.62,29695363618.11
Singapore,2421048674.1,6307764793.86,12286991605.2,32981159353.9,49481678938.05,82955615252.89,144068917473.29,177048025536.1
Senegal,1474152854.37,3390411747.42,4831161010.34,6524140348.62,6117179103.71,12736057120.4,16779333964.32,20927926763.37
"Tanzania, United Republic of",,,,4870561288.35,10652785678.37,17649295442.62,33822884317.89,43531843730.08
Algeria,5457760024.87,19749462070.15,42325048474.05,33705113705.34,34379704118.61,66309639434.75,117085760343.52,119432514995.61
Botswana,151922581.93,595750743.37,1030068691.47,2702403521.52,3436044202.48,6939884376.81,10819837129.56,13268587333.55
North Macedonia,,,,3398441455.61,3945694885.15,7642434803.28,9265286685.44,11166297871.13
New Zealand,8199486349.83,15461398955.18,24863249408.46,39805989634.8,47493812540.35,94923299205.56,143195427223.92,176682999759.0
Colombia,7646503637.02,22521881207.0,29234695284.73,56610515795.02,83721119094.9,160198893763.79,272172432608.75,285111539145.83
Gambia,69052038.32,180429051.95,208449719.05,688560278.28,691765298.85,1264872666.52,1287653642.94,1895471188.2
Indonesia,12881000352.24,47409960494.51,60270819573.05,111659076108.84,125884772654.14,311992766104.74,608165268107.1,763389556776.01
Greece,13470850116.83,35785804271.66,48582051500.73,100117730376.83,127402139592.0,257103398052.86,205012736741.31,190608469498.98
Qatar,,,,5136630064.1,6291405086.34,23854277864.99,59733752700.16,72154133967.03
Argentina,,,81455056673.97,186873405029.03,192430135065.37,220452102441.03,466741039951.53,426996327908.39
Burkina Faso,559265618.47,1487809588.83,1974686276.05,2557239328.81,3228171048.59,7325524268.0,11030716361.47,14905100952.92
Tonga,33122921.85,50994603.61,91708337.68,181326827.42,219448775.17,359584491.37,509262673.99,590977154.19
