Country,1970-1973,1974-1977,1978-1981,1982-1985,1986-1989,1990-1993,1994-1997,1998-2001,2002-2005,2006-2009,2010-2012,2013-2015
Lesotho,1.44,1.6,1.79,1.98,2.2,2.44,2.7,2.98,3.28,3.6,3.9,4.17
Ethiopia,0.26,0.29,0.32,0.36,0.41,0.46,0.52,0.58,0.64,0.71,0.78,0.85
Italy,5.61,6.04,6.46,6.87,7.28,7.65,8.02,8.45,8.92,9.41,9.86,10.25
Côte d'Ivoire,0.3,0.34,0.38,0.43,0.48,0.55,0.62,0.71,0.8,0.91,1.01,1.1
Mauritania,0.23,0.26,0.29,0.32,0.36,0.41,0.46,0.52,0.58,0.64,0.7,0.76
India,1.3,1.46,1.63,1.83,2.05,2.3,2.56,2.85,3.15,3.47,3.76,4.02
Saint Lucia,3.81,4.17,4.54,4.94,5.34,5.75,6.16,6.59,7.04,7.52,7.96,8.34
Türkiye,2.06,2.23,2.41,2.6,2.82,3.05,3.34,3.69,4.07,4.46,4.83,5.15
Senegal,0.36,0.41,0.46,0.52,0.58,0.65,0.74,0.83,0.93,1.03,1.14,1.24
Qatar,1.94,2.15,2.39,2.65,2.94,3.26,3.61,4.01,4.43,4.87,5.27,5.62
Andorra,5.15,5.59,6.06,6.54,7.04,7.56,8.09,8.64,9.2,9.76,10.25,10.67
Ukraine,4.28,4.77,5.33,5.94,6.61,7.35,8.09,8.82,9.54,10.23,10.81,11.29
Switzerland,7.95,8.51,9.07,9.65,10.22,10.79,11.35,11.9,12.42,12.94,13.37,13.73
Madagascar,0.97,1.08,1.21,1.35,1.5,1.68,1.87,2.08,2.32,2.57,2.81,3.02
Mozambique,0.73,0.82,0.92,1.05,1.18,1.33,1.51,1.71,1.92,2.15,2.35,2.53
Sri Lanka,4.63,4.93,5.21,5.47,5.69,5.86,6.02,6.35,6.75,7.18,7.58,7.95
Greece,4.18,4.51,4.86,5.2,5.54,5.88,6.24,6.68,7.17,7.68,8.14,8.54
Jordan,2.02,2.26,2.53,2.83,3.18,3.58,4.05,4.58,5.14,5.71,6.21,6.62
Nigeria,0.99,1.11,1.25,1.41,1.6,1.81,2.06,2.34,2.62,2.93,3.2,3.44
"Taiwan, Province of China",3.29,3.68,4.12,4.61,5.13,5.67,6.21,6.74,7.26,7.8,8.26,8.66
Poland,5.92,6.39,6.87,7.36,7.85,8.34,8.83,9.34,9.87,10.41,10.88,11.29
Vanuatu,1.93,2.14,2.36,2.62,2.88,3.18,3.52,3.88,4.26,4.67,5.04,5.38
Malawi,1.12,1.24,1.39,1.56,1.73,1.92,2.12,2.33,2.55,2.79,3.01,3.21
Iceland,7.53,8.07,8.62,9.18,9.75,10.32,10.88,11.43,11.97,12.5,12.94,13.31
Uzbekistan,4.32,4.71,5.14,5.6,6.1,6.62,7.19,7.78,8.36,8.96,9.47,9.91
Paraguay,2.26,2.5,2.76,3.03,3.32,3.63,3.95,4.29,4.66,5.05,5.41,5.74
Benin,0.39,0.44,0.5,0.56,0.63,0.71,0.8,0.91,1.03,1.16,1.28,1.39
Indonesia,1.55,1.72,1.9,2.11,2.33,2.58,2.83,3.09,3.37,3.67,3.95,4.21
