Country,1991-1994,1995-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Iceland,2.63,2.0,1.75,1.59,1.56,1.7,1.85,1.69,1.53,1.35
Kazakhstan,1.62,1.48,1.29,1.27,1.04,0.89,0.54,0.14,0.09,0.08
Nicaragua,13.21,13.74,13.02,12.96,10.29,8.34,9.01,8.63,6.84,6.57
Chad,46.1,45.63,44.27,42.25,39.26,37.09,35.69,34.67,33.91,33.1
"Korea, Democratic People's Republic of",71.2,70.41,69.69,68.54,67.12,65.57,64.07,62.54,60.81,59.71
Japan,14.07,11.95,10.59,9.17,7.83,6.32,5.44,4.7,4.07,3.7
United Arab Emirates,0.02,0.02,0.02,0.02,0.04,0.05,0.04,0.03,1.8,0.88
Yemen,46.8,43.02,39.54,38.69,37.88,37.25,37.85,38.74,39.16,37.85
Mexico,17.63,16.57,13.02,11.66,10.58,9.65,8.8,7.67,6.79,5.99
Italy,8.15,7.03,5.82,5.04,2.71,2.32,2.07,1.86,1.65,1.37
France,4.66,3.34,2.38,1.94,1.35,0.96,0.75,0.66,0.48,0.41
South Africa,3.02,2.78,2.51,1.89,1.36,1.21,0.86,0.68,0.66,0.58
United States,0.41,0.18,0.14,0.13,0.12,0.1,0.09,0.08,0.07,0.08
Brazil,12.68,10.84,9.85,8.4,7.45,5.49,4.43,3.93,3.32,2.98
Romania,24.41,26.37,30.92,23.55,20.31,19.41,19.16,15.43,12.26,10.71
Montenegro,1.61,1.5,1.3,1.14,1.0,0.87,1.13,2.9,3.53,3.31
Iraq,12.73,11.61,10.25,7.95,5.3,3.84,4.15,7.64,12.62,14.53
Tonga,9.18,9.16,8.97,8.86,8.65,8.22,7.47,6.49,5.58,5.12
Dominican Republic,4.12,3.38,2.21,1.77,3.36,3.76,2.33,3.1,2.98,2.73
Greece,26.16,24.22,17.0,13.1,10.9,9.52,8.03,6.39,5.33,4.14
Mozambique,63.57,62.37,60.21,56.46,49.65,42.24,35.15,29.22,27.22,26.0
Benin,1.76,1.7,1.59,1.46,1.33,1.22,1.11,1.01,0.92,0.86
"Venezuela, Bolivarian Republic of",1.41,1.28,2.66,3.58,2.66,1.75,1.66,1.36,1.51,1.77
French Polynesia,3.55,3.47,3.21,2.11,0.62,0.36,0.34,0.35,0.34,0.31
Türkiye,56.99,54.7,52.69,47.97,37.17,35.24,33.83,28.02,23.97,19.94
Zimbabwe,1.42,1.35,1.27,1.24,1.27,1.24,1.36,1.98,2.73,0.33
Gambia,17.2,16.9,16.48,15.88,15.2,14.66,14.03,13.41,12.6,11.8
"Iran, Islamic Republic of",25.39,23.72,28.48,32.61,33.11,28.24,23.68,19.81,17.65,15.87
