Country,1962-1972,1977-1987,1992-1997,2002-2007,2012-2014
Gabon,295110.0,214156.67,153270.0,120520.0,98371.0
Bhutan,355106.67,220593.33,167695.0,124905.0,102775.0
Cameroon,43511.0,28960.33,19946.0,15290.0,12149.5
China,3687.67,2728.33,2260.0,2112.5,2014.0
Italy,3486.67,3232.67,3198.5,3125.5,3053.5
Philippines,14760.0,9633.0,6959.0,5638.0,4873.0
Indonesia,19185.0,13175.67,10353.0,8989.5,7989.5
Dominica,2990.0,2716.33,2822.0,2845.0,2771.0
Costa Rica,67853.67,45115.33,32688.5,26838.0,23891.0
Georgia,,,11343.5,12904.5,14288.0
Chile,99169.67,76538.0,62936.5,55344.0,50103.0
North Macedonia,,,2737.0,2647.0,2604.5
Cyprus,1303.67,1126.0,924.9,764.9,680.2
Thailand,6704.33,4590.0,3797.5,3441.5,3323.0
Malta,164.7,154.27,136.3,127.2,121.05
India,2789.33,1990.33,1522.0,1276.0,1123.5
Ukraine,,,1087.0,1171.0,1222.5
Austria,7464.67,7224.33,6951.0,6702.0,6471.0
Mauritius,3557.33,2812.0,2462.0,2260.0,2174.0
Ecuador,80071.33,53085.0,39211.0,32493.5,28047.5
Estonia,,,8685.0,9323.5,9640.0
Guinea,56688.33,47240.0,30302.5,23528.0,18679.0
France,4042.0,3659.0,3444.5,3278.5,3126.5
Finland,23394.0,22141.33,21032.0,20402.0,19584.0
Dominican Republic,5769.33,3894.0,3012.5,2567.0,2273.0
