Country,1800-1826,1827-1853,1854-1880,1881-1907,1908-1934,1935-1961,1962-1987,1988-2013
Jamaica,654970370.37,558385185.19,616029629.63,907840740.74,1543111111.11,5270037037.04,15695769230.77,22310769230.77
Bermuda,12775185.19,14400370.37,21592222.22,34145555.56,83908888.89,454700000.0,1729061538.46,2933125000.0
Indonesia,17495185185.19,21616666666.67,29758888888.89,44579259259.26,80758888888.89,116373333333.33,346038461538.46,1343580769230.77
Burundi,402092592.59,477377777.78,600677777.78,755785185.19,950981481.48,1301407407.41,2958500000.0,5184038461.54
Hungary,7183925925.93,10343666666.67,15580740740.74,26600740740.74,41649629629.63,63237037037.04,144986538461.54,187746153846.15
Malaysia,337848148.15,526503703.7,1006744444.44,2664185185.19,8364814814.81,17085925925.93,71342692307.69,385938461538.46
Latvia,489814814.81,669700000.0,1017666666.67,1763333333.33,3122407407.41,7638185185.19,23612307692.31,35090000000.0
Kuwait,108688888.89,121866666.67,144285185.19,191085185.19,271925925.93,22763374074.07,122491923076.92,169573461538.46
Bulgaria,2439333333.33,3047518518.52,3928555555.56,7585851851.85,11716888888.89,22880000000.0,80094230769.23,90475769230.77
Turkmenistan,373733333.33,510914814.81,776251851.85,1344896296.3,1914044444.44,6098777777.78,23435384615.38,32724230769.23
Spain,21102592592.59,26178888888.89,37885185185.19,55213333333.33,87395185185.19,119447037037.04,480215384615.38,1149611538461.54
Aruba,17068518.52,21501481.48,29582962.96,40701111.11,66368148.15,159897037.04,687230769.23,3412208333.33
Djibouti,16501851.85,20810370.37,27774814.81,37071111.11,63725185.19,174144444.44,831446153.85,1693653846.15
Mexico,9421962962.96,10361000000.0,12689259259.26,27562592592.59,46100740740.74,122051111111.11,614942307692.31,1425365384615.38
Singapore,38396296.3,60505925.93,122783703.7,505244444.44,1550474074.07,5101814814.81,35785576923.08,218759230769.23
Panama,67764074.07,121175925.93,243811111.11,477662962.96,1181600000.0,2838851851.85,11945846153.85,31740384615.38
Sri Lanka,925733333.33,1406481481.48,2755703703.7,5358851851.85,8483666666.67,13011703703.7,31813076923.08,103160000000.0
Trinidad and Tobago,78618518.52,105631851.85,198940740.74,449214814.81,975240740.74,3227074074.07,12351153846.15,26189230769.23
Gambia,88831111.11,103931481.48,128618518.52,159385185.19,202233333.33,289385185.19,846669230.77,1970769230.77
Fiji,113688888.89,125274074.07,130170370.37,133300000.0,234614814.81,817922222.22,2956500000.0,5567153846.15
