Country,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020
Cuba,,,0.33,,,,,,,,
United States,0.55,0.59,1.97,1.94,1.31,0.83,0.7,0.6,0.48,0.44,0.76
Dominican Republic,0.85,0.58,0.91,1.2,1.25,0.94,0.92,0.59,0.61,0.66,0.71
Indonesia,1.83,2.06,1.7,1.23,1.07,1.26,0.73,0.59,0.72,0.59,0.73
Vanuatu,0.38,,,,,,,,,,
Philippines,0.06,0.04,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.02
Sudan,,,,3.06,,,,,,,
Cameroon,,,1.2,,1.08,,,,,,
Poland,5.32,2.32,2.11,2.67,2.77,1.98,1.48,1.08,0.78,0.58,0.54
"Moldova, Republic of",,,0.89,0.68,0.39,0.38,0.34,0.41,0.24,0.29,0.23
Portugal,2.67,2.61,3.5,4.8,5.56,4.39,3.79,2.93,2.09,1.88,1.8
Lithuania,2.18,0.99,4.44,4.89,3.47,2.8,2.3,1.97,1.69,1.64,2.23
Thailand,,,0.1,0.08,0.03,0.06,0.07,0.1,0.08,0.06,0.1
Benin,,,,,,,,,0.34,,
Israel,1.45,0.98,1.02,0.78,0.63,0.53,0.48,0.37,0.28,0.25,0.34
Mozambique,,,,,,0.58,,,,,
Georgia,,,,,,,,3.92,3.65,2.98,3.38
Estonia,2.22,1.36,4.55,3.98,2.45,1.71,1.62,1.45,1.12,0.81,1.39
Gambia,,,,2.0,,,,,1.35,,
Chile,0.47,,0.86,0.79,0.63,0.67,0.81,0.92,0.94,1.03,1.68
Fiji,0.9,,,1.23,,,1.13,,,,
Zimbabwe,,,,,1.49,,,,,2.32,
Qatar,,,0.24,0.22,0.09,0.07,0.06,0.06,,0.05,0.08
Cabo Verde,,,,,,4.57,,2.58,2.14,2.2,
Jordan,,,,,,,,3.28,3.5,3.03,
Burkina Faso,,,,,,,,,0.5,,
Sierra Leone,,,,,0.73,,,,,,
"Palestine, State of",2.55,2.72,3.03,2.31,2.69,3.1,2.9,3.27,3.32,3.73,3.41
Nicaragua,0.65,,,0.46,,,,,,,
