Country,1960-1966,1967-1973,1974-1980,1981-1986,1987-1992,1993-1998,1999-2004,2005-2010,2011-2016,2017-2022
Fiji,56.55,61.9,62.25,63.54,67.24,68.7,68.28,68.83,69.39,70.28
Greece,80.05,82.98,85.82,88.2,90.0,91.22,92.11,92.97,93.39,93.02
Japan,78.24,83.07,87.21,89.72,91.18,91.92,92.77,93.39,93.9,94.64
Sudan,41.14,43.43,51.9,48.34,45.02,52.54,60.85,64.87,69.64,71.58
Chad,32.56,34.79,36.94,40.79,41.38,41.07,41.84,42.93,46.07,48.24
Haiti,41.66,44.78,45.61,46.58,48.9,53.18,58.48,58.67,66.92,69.13
Finland,80.33,82.92,85.98,88.12,88.58,89.99,90.69,91.18,92.44,93.22
Djibouti,40.24,44.05,48.38,51.93,54.49,54.74,55.72,59.56,63.57,66.24
Seychelles,51.46,58.78,68.28,75.94,80.19,81.3,80.63,83.17,85.34,84.4
Marshall Islands,56.06,61.79,65.43,66.94,65.08,63.73,65.4,63.52,63.5,65.55
Bhutan,24.57,30.9,38.89,46.47,53.48,60.28,66.66,72.64,77.32,80.4
Suriname,56.66,59.93,61.94,64.29,66.49,68.66,69.21,74.21,76.36,78.16
Tuvalu,40.68,50.09,59.33,63.06,62.51,64.12,64.84,67.3,68.24,69.31
Kiribati,44.92,51.82,55.44,57.81,61.85,65.85,68.39,68.76,70.06,72.57
Thailand,48.9,55.38,63.76,70.66,76.49,79.91,81.05,84.34,86.73,88.61
Saint Martin (French part),76.96,81.48,83.63,85.17,87.29,88.91,90.1,91.19,92.39,92.79
Congo,47.9,52.65,55.65,57.3,50.68,42.25,46.28,54.91,60.6,62.37
Mexico,57.16,62.38,68.3,73.37,76.95,79.29,81.35,82.38,83.69,81.99
Northern Mariana Islands,64.81,68.25,72.42,74.97,76.84,80.75,84.83,87.94,87.8,87.82
Zambia,46.93,49.45,53.65,51.26,41.39,32.88,31.89,42.6,57.93,63.69
Switzerland,83.03,85.1,87.5,88.89,89.92,90.71,91.71,92.66,93.58,94.36
Sint Maarten (Dutch part),71.9,78.67,80.65,81.9,82.22,83.32,85.76,87.35,88.32,87.07
Italy,80.29,82.68,85.68,87.77,89.42,90.63,92.01,93.06,93.61,93.99
Gambia,29.78,33.84,38.39,43.24,48.8,55.96,57.23,59.18,62.83,63.61
Turks and Caicos Islands,58.64,58.23,71.99,71.23,74.27,76.23,84.59,88.93,88.34,87.33
Malta,75.28,79.09,82.25,83.57,87.53,89.6,90.91,91.87,93.0,94.49
Cuba,71.4,76.3,79.94,80.87,81.13,82.85,85.15,86.68,87.44,86.64
kos,67.08,70.07,73.3,76.36,79.08,81.22,83.81,87.31,90.39,90.31
Bermuda,70.85,80.95,85.61,86.87,86.34,87.64,90.23,91.75,92.9,92.35
