Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Costa Rica,50.99,52.72,57.01,59.3,59.39,61.28,64.59,67.39,68.77,69.27
Brunei Darussalam,52.06,55.14,58.9,61.66,62.47,62.69,66.49,70.26,72.11,72.36
Palau,44.59,48.26,53.71,59.95,66.13,69.24,71.94,73.87,73.75,71.35
Saint Martin (French part),50.81,52.81,54.31,66.41,69.83,66.06,65.85,65.02,64.29,66.01
"Venezuela, Bolivarian Republic of",50.43,51.43,54.06,56.24,57.86,59.75,61.86,63.71,64.81,64.04
"Congo, The Democratic Republic of the",53.14,52.82,52.16,52.32,52.17,51.67,50.65,50.61,50.57,50.38
Togo,52.36,52.07,51.32,51.1,51.83,53.2,54.52,55.26,55.62,56.63
Lesotho,45.8,49.99,54.33,53.46,53.55,54.92,57.07,59.13,60.91,62.13
Malaysia,51.13,52.58,55.8,58.09,59.72,61.09,63.1,66.44,69.07,70.05
"Micronesia, Federated States of",51.19,50.11,49.93,50.88,52.16,53.88,57.34,60.63,62.84,63.47
Aruba,53.96,56.71,62.3,65.14,66.07,67.99,69.72,69.43,69.17,67.87
Montenegro,56.23,59.58,63.18,65.79,67.08,67.53,67.86,68.39,68.7,67.15
Bhutan,58.72,58.36,57.36,56.49,56.19,57.09,61.03,65.5,68.34,71.68
Mozambique,53.06,52.2,51.32,50.89,51.89,52.38,51.65,51.12,51.68,53.16
Mauritius,52.3,55.28,60.39,63.89,65.52,67.69,69.04,70.81,72.05,72.07
Argentina,63.75,63.78,62.71,61.39,61.43,62.23,63.28,64.5,65.16,65.9
Philippines,48.47,49.68,52.44,53.91,55.79,57.44,58.79,60.61,62.59,64.04
Timor-Leste,58.62,57.97,56.9,57.15,55.42,54.24,53.19,53.38,55.1,58.99
Suriname,48.05,47.22,52.03,57.5,59.37,60.35,63.6,64.57,65.7,66.87
Estonia,66.13,67.33,67.77,68.07,68.19,68.25,70.61,70.95,69.04,67.29
Malta,57.51,63.06,66.17,66.62,66.74,67.99,69.77,70.9,69.75,69.89
Morocco,49.99,49.66,51.43,53.53,55.85,58.87,62.32,65.17,66.03,65.77
Guatemala,51.47,51.68,51.5,50.67,50.57,51.27,52.65,55.34,58.64,61.59
Cyprus,57.36,60.03,63.66,65.9,66.23,67.07,69.54,71.85,71.98,70.46
Rwanda,47.54,49.19,51.01,50.44,49.11,47.23,51.85,53.69,54.99,57.09
Mauritania,53.34,51.56,50.74,51.02,51.74,52.52,52.83,52.64,51.41,53.29
Marshall Islands,45.4,48.38,46.29,45.23,46.64,50.27,55.2,58.15,59.2,61.61
Gibraltar,66.55,67.38,67.16,67.61,69.26,68.47,67.58,67.55,65.6,63.17
