Country,1960-1972,1973-1985,1986-1998,1999-2011,2012-2023
France,6.1,5.57,6.9,6.93,6.4
Faroe Islands,5.97,4.91,6.45,6.88,6.13
New Caledonia,5.04,5.2,5.61,6.92,7.34
Nicaragua,4.18,3.59,3.83,4.75,5.94
San Marino,6.78,6.49,6.95,8.76,8.27
South Africa,4.52,4.43,5.38,6.18,5.68
Vanuatu,3.93,4.07,3.86,5.01,4.77
"Iran, Islamic Republic of",4.83,4.33,4.49,5.81,7.19
Senegal,4.59,4.31,3.86,4.06,4.66
Costa Rica,4.31,4.58,5.49,6.84,6.74
Djibouti,4.38,4.43,4.45,4.97,6.16
Turkmenistan,4.87,4.63,4.12,6.23,5.91
Honduras,4.02,3.51,3.82,4.46,5.75
"Venezuela, Bolivarian Republic of",4.32,4.33,5.03,6.11,6.4
Botswana,4.22,3.9,3.74,4.89,5.97
Nigeria,4.72,4.57,4.31,4.22,4.47
Kazakhstan,5.61,5.76,5.5,7.03,6.37
Portugal,6.11,5.99,6.37,7.11,7.44
Libya,4.4,3.8,3.74,5.41,7.54
