Country,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2018,2019-2019,2020-2020
Albania,,26.12,29.9,21.41,29.94,37.83,26.8,25.85,
Cayman Islands,9.07,12.31,,18.57,17.87,11.41,,,
Yemen,,,74.0,,34.63,,,,
South Africa,62.96,54.98,53.67,55.86,55.42,57.09,58.62,61.72,64.06
Papua New Guinea,,,2.95,,,,,,
Cameroon,,4.99,7.46,,6.81,,,,
North Macedonia,60.92,57.81,56.34,53.28,52.98,46.06,45.9,38.92,39.99
Eswatini,,,,,,50.05,,,
Malaysia,,11.68,12.25,10.68,11.2,11.63,12.52,11.98,12.96
Malawi,1.22,,,2.28,8.51,,8.92,,2.34
Bahamas,24.05,20.95,30.1,30.34,,,,,
Cuba,,,4.54,,,,,,
Comoros,,,,,18.78,,,,
Austria,10.03,9.11,9.74,9.16,9.97,10.12,9.06,7.79,9.51
Ethiopia,4.6,,,,4.48,,,,
Seychelles,,,,14.19,13.79,14.56,10.9,8.98,15.56
French Polynesia,,38.5,,,,,,,
Hong Kong,8.0,7.02,10.23,7.7,7.92,9.09,7.74,6.54,13.63
Kazakhstan,,8.18,6.93,5.06,4.26,,3.97,,4.15
Macao,5.82,4.25,4.68,4.61,3.76,3.74,4.48,4.24,6.36
Lithuania,12.72,12.16,26.97,26.04,19.54,14.64,10.86,9.25,17.3
Grenada,,,,,,,,,
Viet Nam,,6.05,3.94,3.67,5.21,7.08,5.94,6.88,8.89
Japan,7.31,7.02,8.14,7.37,5.8,4.8,3.8,3.7,4.2
Fiji,16.0,,,18.4,25.73,22.35,,,
kos,,,,63.83,71.74,66.3,64.14,60.49,57.56
